Page,Template
Takahashi Shrine,{{ill|UNKNOWN|lt=Iwakamutsukari no Mikoto|1=UNKNOWN}}
Takahashi Shrine (Q11670742),{{ill|UNKNOWN|lt=Iwaka Mutsukari no Mikoto|1=UNKNOWN}}
Takahashi Shrine (Q11670742),{{ill|UNKNOWN|lt=Kunitokotachi-no-Mikoto|1=UNKNOWN}}
Takahashi Shrine (Q11670742),solved
Takahashi Shrine (Q11670742),solved
Takahashi Shrine (Q11670742),solved
Takahashi Shrine (Q11670742),{{ill|UNKNOWN|lt=Iwaka Mutsukari no Mikoto|1=UNKNOWN}}
Takahashi Shrine (Q11670742),{{ill|UNKNOWN|lt=Konohanasakuya-hime-no-Kami|1=UNKNOWN}}
Takahashi Shrine (Q11670742),{{ill|UNKNOWN|lt=Takaokami-no-Kami|1=UNKNOWN}}
Takahashi Shrine (Q11670742),{{ill|UNKNOWN|lt=Homusubi-no-Kami|1=UNKNOWN}}
Takahashi Shrine (Q11670742),{{ill|UNKNOWN|lt=Toyouke-hime-no-Kami|1=UNKNOWN}}
Takahashi Shrine (Q11670742),{{ill|UNKNOWN|lt=Kashiwade no Omi|1=UNKNOWN}}
Takahashi Shrine (Q24899217),{{ill|UNKNOWN|lt=Iwakamutsukari-no-Mikoto|1=UNKNOWN}}
Takahashi Shrine (Q24899217),solved
Takahashi Shrine (Q24899217),{{ill|UNKNOWN|lt=Shunchū-sai|1=UNKNOWN}}
Takahashi Shrine (Q24899217),solved
Takahashi Shrine (Q24899217),{{ill|UNKNOWN|lt=Iwakamutsukari-no-Mikoto|1=UNKNOWN}}
Takahashi Shrine (Q24899217),{{ill|UNKNOWN|lt=Ōmononushi-no-Kami|1=UNKNOWN}}
Takahashi Shrine (Q24899217),{{ill|UNKNOWN|lt=Iwakamutsukari-no-Mikoto|1=UNKNOWN}}
Takahashi Shrine (Q24899217),{{ill|UNKNOWN|lt=Ōkusa-ryū Hōchōdō|1=UNKNOWN}}
Takakamo Shrine,solved
Takakamo Shrine,solved
Takakamo Shrine,solved
Takakamo Shrine,solved
Takakamo Shrine,{{ill|UNKNOWN|lt=Ajisukihayao-no-Mikoto|1=UNKNOWN}}
Takakamo Shrine,{{ill|UNKNOWN|lt=Tagirihime-no-Mikoto|1=UNKNOWN}}
Takakamo Shrine,{{ill|lt=Ame-no-Mikatsuhime-no-Mikoto|UNKNOWN|lt=Ame-no-Mikatsuhime-no-Mikoto}}
Takakamo Shrine,{{ill|lt=Shionihiko-no-Mikoto|UNKNOWN|lt=Shionihiko-no-Mikoto}}
Takakamo Shrine,{{ill|lt=Takitsuhiko-no-Mikoto|UNKNOWN|lt=Takitsuhiko-no-Mikoto}}
Takakura Shrine,solved
Takamahiko Shrine,{{ill|lt=Takamimusubi|UNKNOWN|lt=Takamimusubi-no-Kami}}
Takamahiko Shrine,solved
Takamahiko Shrine,solved
Takamahiko Shrine,{{ill|lt=Takamimusubi|UNKNOWN|lt=Takamimusubi-no-Kami}}
Takamefu Shrine,solved
Takamefu Shrine,{{ill|lt=Kanfuku-ji (Sanda)|UNKNOWN|lt=Kanfuku-ji}}
Takamu Shrine (Q18233534),solved
Takamu Shrine (Q18233534),{{ill|UNKNOWN|lt=local historian|1=UNKNOWN}}
Takamu Shrine (Q18233534),{{ill|UNKNOWN|lt=Yagoto Shrine|1=UNKNOWN}}
Takamu Shrine (Q18233534),solved
Takamu Shrine (Q18233534),{{ill|UNKNOWN|lt=hoko|1=UNKNOWN}}
Takamu Shrine (Q18233534),{{ill|UNKNOWN|lt=Takamimusubi no Kami|1=UNKNOWN}}
Takamu Shrine (Q18233534),{{ill|UNKNOWN|lt=Kamimusubi no Kami|1=UNKNOWN}}
Takaoka Sekino Shrine,{{ill|UNKNOWN|lt=Kunitokotachi-no-Mikoto|1=UNKNOWN}}
Takaoka Sekino Shrine,{{ill|UNKNOWN|lt=Amateru Omikami|1=UNKNOWN}}
Takaoka Sekino Shrine,solved
Takaoka Sekino Shrine,{{ill|UNKNOWN|lt=Inari Omikami|1=UNKNOWN}}
Takaoka Sekino Shrine,solved
Takaoka Sekino Shrine,solved
Takaoka Sekino Shrine,solved
Takaoka Sekino Shrine,{{ill|UNKNOWN|lt=Kunitokotachi-no-Mikoto|1=UNKNOWN}}
Takaoka Sekino Shrine,{{ill|lt=Mikenuma-no-Mikoto|UNKNOWN|lt=Mikeiri-no-Mikoto}}
Takaoka Sekino Shrine,{{ill|UNKNOWN|lt=Maeda family|1=UNKNOWN}}
Takaoshihime Shrine,solved
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Muramatsu Shihoko Midwife Memorial Association|1=UNKNOWN}}
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Takaoshihime Ōkami|1=UNKNOWN}}
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Ame no Oshihime no Mikoto|1=UNKNOWN}}
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Ame no Oshihito no Mikoto|1=UNKNOWN}}
Takaoshihime Shrine,{{ill|lt=Ugayafukiaezu no Mikoto|UNKNOWN|lt=Hikonagisa Takeugayafukiaezu no Mikoto}}
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Hikohohodemi no Mikoto|1=UNKNOWN}}
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Toyotama-hime no Mikoto|1=UNKNOWN}}
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Toyotama-hime no Mikoto|1=UNKNOWN}}
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Ame no Oshihime no Mikoto|1=UNKNOWN}}
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Ame no Oshihito no Mikoto|1=UNKNOWN}}
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Hikohohodemi no Mikoto|1=UNKNOWN}}
Takaoshihime Shrine,{{ill|lt=Ugayafukiaezu no Mikoto|UNKNOWN|lt=Hikonagisa Takeugayafukiaezu no Mikoto}}
Takaoshihime Shrine,{{ill|UNKNOWN|lt=ritual sites|1=UNKNOWN}}
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Iyo no Kuni Fudoki fragments|1=UNKNOWN}}
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Iyo Province Jinmyōchō|1=UNKNOWN}}
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Princess Kiyomiya Takako|1=UNKNOWN}}
Takaoshihime Shrine,solved
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Kushinadahime-no-Mikoto|1=UNKNOWN}}
Takaoshihime Shrine,solved
Takaoshihime Shrine,{{ill|lt=Hiruko-no-Mikoto|UNKNOWN|lt=Ebisu-no-Kami}}
Takaoshihime Shrine,{{ill|lt=Hiruko-no-Mikoto|UNKNOWN|lt=Ebisu-no-Kami}}
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Amemurakumo-no-Mikoto|1=UNKNOWN}}
Takaoshihime Shrine,solved
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Kushinadahime-no-Mikoto|1=UNKNOWN}}
Takaoshihime Shrine,solved
Takaoshihime Shrine,solved
Takaoshihime Shrine,{{ill|UNKNOWN|lt=Kushinadahime-no-Mikoto|1=UNKNOWN}}
Takaoshihime Shrine,solved
Takase Shrine (Nanto),{{ill|UNKNOWN|lt=大己貴命|1=UNKNOWN}}
Takase Shrine (Nanto),solved
Takase Shrine (Nanto),solved
Takase Shrine (Nanto),{{ill|UNKNOWN|lt=従五位下|1=UNKNOWN}}
Takase Shrine (Nanto),{{ill|UNKNOWN|lt=従五位上|1=UNKNOWN}}
Takase Shrine (Nanto),{{ill|UNKNOWN|lt=従四位下|1=UNKNOWN}}
Takase Shrine (Nanto),{{ill|UNKNOWN|lt=従四位上|1=UNKNOWN}}
Takase Shrine (Nanto),{{ill|UNKNOWN|lt=祢宜|1=UNKNOWN}}
Takase Shrine (Nanto),{{ill|UNKNOWN|lt=大国主命|1=UNKNOWN}}
Takase Shrine (Nanto),{{ill|UNKNOWN|lt=高瀬神社御旅所跡|1=UNKNOWN}}
Takase Shrine (Nanto),{{ill|UNKNOWN|lt=大学寮勧学院田跡|1=UNKNOWN}}
Takase Shrine (Nanto),{{ill|UNKNOWN|lt=山田郷総社神明宮|1=UNKNOWN}}
Takase Shrine (Nanto),{{ill|UNKNOWN|lt=南砺市埋蔵文化財センター|1=UNKNOWN}}
Takashino Shrine,{{ill|UNKNOWN|lt=Sukunabikona-no-Mikoto|1=UNKNOWN}}
Takashino Shrine,{{ill|UNKNOWN|lt=Kumano-imasu-kami|1=UNKNOWN}}
Takashino Shrine,solved
Takashino Shrine,{{ill|UNKNOWN|lt=former shrine ranking system|1=UNKNOWN}}
Takashino Shrine,{{ill|UNKNOWN|lt=Sukunabikona-no-Mikoto|1=UNKNOWN}}
Takatsumi Shrine,solved
Takaya Shrine,solved
Takaya Shrine,{{ill|UNKNOWN|lt=Ukanomitama Ōkami|1=UNKNOWN}}
Takebuyama Shrine,solved
Takebuyama Shrine,solved
Takebuyama Shrine,{{ill|UNKNOWN|lt=shugenja|1=UNKNOWN}}
Takebuyama Shrine,{{ill|UNKNOWN|lt=Yuiitsu Shinto|1=UNKNOWN}}
Takechino Miagata Shrine,{{ill|UNKNOWN|lt=Amatsu-hikone-no-Mikoto|1=UNKNOWN}}
Takechino Miagata Shrine,{{ill|UNKNOWN|lt=Takamimusubi-no-Kami|1=UNKNOWN}}
Takechino Miagata Shrine,solved
Takechino Miagata Shrine,{{ill|UNKNOWN|lt=unranked shrine|1=UNKNOWN}}
Takechino Miagata Shrine,solved
Takechino Miagata Shrine,{{ill|UNKNOWN|lt=unranked shrine|1=UNKNOWN}}
Takechino Miagata Shrine,{{ill|UNKNOWN|lt=Amatsu-hikone-no-Mikoto|1=UNKNOWN}}
Takechino Miagata Shrine,{{ill|UNKNOWN|lt=Takamimusubi-no-Kami|1=UNKNOWN}}
Takefutsu Nishinomiya Shrine,solved
Takefutsu Nishinomiya Shrine,{{ill|UNKNOWN|lt=Takemikazuchi-no-Kami|1=UNKNOWN}}
Takefutsu Nishinomiya Shrine,solved
Takefutsu Nishinomiya Shrine,{{ill|UNKNOWN|lt=Harada Magoshirō|1=UNKNOWN}}
Takefutsu Nishinomiya Shrine,solved
Takefutsu Nishinomiya Shrine,solved
Takefutsu Nishinomiya Shrine,{{ill|UNKNOWN|lt=Takemikazuchi-no-Kami|1=UNKNOWN}}
Takefutsu Shrine,{{ill|UNKNOWN|lt=Takefutsunushi|1=UNKNOWN}}
Takefutsu Shrine,{{ill|UNKNOWN|lt=Ōyamatsumi|1=UNKNOWN}}
Takefutsu Shrine,{{ill|UNKNOWN|lt=Kotoshironushi|1=UNKNOWN}}
Takefutsu Shrine,solved
Takefutsu Shrine,{{ill|UNKNOWN|lt=former district shrine|1=UNKNOWN}}
Takefutsu Shrine,solved
Takefutsu Shrine,{{ill|UNKNOWN|lt=Takefutsunushi|1=UNKNOWN}}
Takefutsu Shrine,{{ill|UNKNOWN|lt=Ōyamatsumi|1=UNKNOWN}}
Takefutsu Shrine,{{ill|UNKNOWN|lt=Kotoshironushi|1=UNKNOWN}}
Takehime Shrine (Q65734340),{{ill|UNKNOWN|lt=Ukanomitama no Mikoto|1=UNKNOWN}}
Takehime Shrine (Q65734340),solved
Takehime Shrine (Q65734340),{{ill|lt=Shikinaisha|UNKNOWN|lt=minor shrine listed in the Engishiki}}
Takehime Shrine (Q65734340),{{ill|UNKNOWN|lt=Inari Shrine|1=UNKNOWN}}
Takeo Shimokorihiko Shrine,{{ill|UNKNOWN|lt=Toyokoku Shōshi|1=UNKNOWN}}
Takeo Shimokorihiko Shrine,{{ill|UNKNOWN|lt=Sandai Jitsuroku|1=UNKNOWN}}
Takeo Shimokorihiko Shrine,{{ill|UNKNOWN|lt=Yamato no Kami|1=UNKNOWN}}
Takeo Shimokorihiko Shrine,{{ill|UNKNOWN|lt=Toyokoku Shōshi|1=UNKNOWN}}
Takeokami Shrine,{{ill|UNKNOWN|lt=Takaokami no Kami|1=UNKNOWN}}
Takeokami Shrine,solved
Takeokami Shrine,solved
Takeokami Shrine,{{ill|UNKNOWN|lt=Kawachi Meisho Zue|1=UNKNOWN}}
Takeuchi Shrine,solved
Takeuchi Shrine,{{ill|lt=Shikinaisha|UNKNOWN|lt=minor Shikinaisha}}
Takeuchi Shrine,{{ill|UNKNOWN|lt=Sōgen senji|1=UNKNOWN}}
Takeuchi Shrine,{{ill|UNKNOWN|lt=Uwagitsuhime|1=UNKNOWN}}
Taki Shrine (Imabari),solved
Taki Shrine (Imabari),solved
Taki Shrine (Imabari),solved
Taki Shrine (Imabari),solved
Taki Shrine (Imabari),{{ill|UNKNOWN|lt=Sandai Jitsuroku|1=UNKNOWN}}
Takihira Shrine,solved
Takihira Shrine,solved
Takinami Shrine,solved
Takinami Shrine,solved
Takinami Shrine,{{ill|UNKNOWN|lt=Takirihime no Mikoto|1=UNKNOWN}}
Takinami Shrine,solved
Takinami Shrine,"{{ill|UNKNOWN|lt=Junior Fourth Rank, Lower Grade|1=UNKNOWN}}"
Taku Shrine,"{{ill|UNKNOWN|lt=Mineyama, Tanba|1=UNKNOWN}}"
Taku Shrine,solved
Taku Shrine,"{{ill|UNKNOWN|lt=Mineyama, Tanba|1=UNKNOWN}}"
Taku Shrine,solved
Taku Shrine,{{ill|UNKNOWN|lt=intangible folk cultural property|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=Meiji|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=Tanba District|1=UNKNOWN}}
Taku Shrine,solved
Taku Shrine,{{ill|UNKNOWN|lt=Toyouke Ōkami|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=Mineyama|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=Tanba Village|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=Meiji|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=Meiji|1=UNKNOWN}}
Taku Shrine,"{{ill|lt=Mineyama, Tanba|UNKNOWN|lt=Tanba}}"
Taku Shrine,{{ill|UNKNOWN|lt=Meiji|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=Meiji|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=Taishō|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=Tango region|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=Shōwa|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=Tango region|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=Shōwa|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=bamboo grass|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=Tango region|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=sacred mountain|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=Tango region|1=UNKNOWN}}
Taku Shrine,"{{ill|lt=Mineyama, Tanba|UNKNOWN|lt=Tanba}}"
Taku Shrine,{{ill|UNKNOWN|lt=Kyoto Tango Railway|1=UNKNOWN}}
Taku Shrine,{{ill|UNKNOWN|lt=Tankai Bus|1=UNKNOWN}}
Taku Shrine,"{{ill|UNKNOWN|lt=Mineyama, Tanba|1=UNKNOWN}}"
Taku Shrine,{{ill|UNKNOWN|lt=Meiji|1=UNKNOWN}}
Takuhi Reshi Shrine,{{ill|lt=Shiotsuchi no Oji|UNKNOWN|lt=Shiotsuchi no Oji}}
Takuhi Reshi Shrine,solved
Takuhi Reshi Shrine,{{ill|UNKNOWN|lt=Engishiki|1=UNKNOWN}}
Takuhi Reshi Shrine,{{ill|lt=Shiotsuchi no Oji|UNKNOWN|lt=Shiotsuchi no Oji}}
Takuhi Reshi Shrine,{{ill|UNKNOWN|lt=Anekurahime Shrine|1=UNKNOWN}}
Takuzudama Shrine,solved
Takuzudama Shrine,{{ill|UNKNOWN|lt=Takuzuda-no-Kami|1=UNKNOWN}}
Tamanooya Shrine,{{ill|UNKNOWN|lt=Ame-no-Akama-no-Mikoto|1=UNKNOWN}}
Tamanooya Shrine,solved
Tamanooya Shrine,solved
Tamanooya Shrine,{{ill|UNKNOWN|lt=Ame-no-Akama-no-Mikoto|1=UNKNOWN}}
Tamanooya Shrine (Q11572731),solved
Tamanooya Shrine (Q11572731),{{ill|UNKNOWN|lt=kokuhei chusha|1=UNKNOWN}}
Tamanooya Shrine (Q11572731),{{ill|UNKNOWN|lt=Ishikoridome-no-Mikoto|1=UNKNOWN}}
Tamanooya Shrine (Q11572731),{{ill|UNKNOWN|lt=Ame-no-Kagami-no-Mikoto|1=UNKNOWN}}
Tamashiki Shrine,{{ill|UNKNOWN|lt=Otomi Takamiko|1=UNKNOWN}}
Tamashiki Shrine,solved
Tamashiki Shrine,solved
Tamashiki Shrine,solved
Tamashiki Shrine,solved
Tamashiki Shrine,{{ill|UNKNOWN|lt=Musashi Kunizo|1=UNKNOWN}}
Tamashiki Shrine,{{ill|UNKNOWN|lt=older brother Tagehi no Mikoto|1=UNKNOWN}}
Tamashiki Shrine,{{ill|UNKNOWN|lt=shrine building|1=UNKNOWN}}
Tamatsukuri Shrine (Q134930396),solved
Tamatsukuri Shrine (Q134930396),solved
Tanabata Shrine (Q11430658),{{ill|UNKNOWN|lt=Ame-no-Tanahata-hime-no-Mikoto|1=UNKNOWN}}
Tanabata Shrine (Q11430658),solved
Tanabata Shrine (Q11430658),solved
Tanabata Shrine (Q11430658),solved
Tanabata Shrine (Q11430658),{{ill|UNKNOWN|lt=Orihime|1=UNKNOWN}}
Tanabata Shrine (Q11430658),{{ill|lt=Amaterasu|UNKNOWN|lt=Amaterasu Kōtaijingū}}
Tanakurahiko Shrine,solved
Tanakurahiko Shrine,{{ill|UNKNOWN|lt=Momoyama period|1=UNKNOWN}}
Tanakurahiko Shrine,{{ill|UNKNOWN|lt=Health and Sports Day|1=UNKNOWN}}
Tanakurahiko Shrine,{{ill|UNKNOWN|lt=Gakkentoshi Line|1=UNKNOWN}}
Taniya Shrine,{{ill|UNKNOWN|lt=Tsumuha-yae Kotoshironushi-no-Mikoto|1=UNKNOWN}}
Taniya Shrine,solved
Taniya Shrine,{{ill|UNKNOWN|lt=Tsumuha-yae Kotoshironushi-no-Mikoto|1=UNKNOWN}}
Taniya Shrine,{{ill|UNKNOWN|lt=Yokaren|1=UNKNOWN}}
Tarumi Shrine (Q11425829),solved
Tarumi Shrine (Q11425829),solved
Tarumi Shrine (Q11425829),{{ill|UNKNOWN|lt=Independent Shrine|1=UNKNOWN}}
"Tatenui Shrine (Miho, Ibaraki)",solved
"Tatenui Shrine (Miho, Ibaraki)",solved
"Tatenui Shrine (Miho, Ibaraki)",{{ill|UNKNOWN|lt=Shikiuchi-sha|1=UNKNOWN}}
"Tatenui Shrine (Miho, Ibaraki)",solved
"Tatenui Shrine (Miho, Ibaraki)",{{ill|lt=Futunushi|UNKNOWN|lt=Ami Shrine}}
"Tatenui Shrine (Miho, Ibaraki)",{{ill|UNKNOWN|lt=Honda Betsu no Mikoto|1=UNKNOWN}}
"Tatenui Shrine (Miho, Ibaraki)",{{ill|UNKNOWN|lt=pacification of Ashihara China|1=UNKNOWN}}
"Tatenui Shrine (Miho, Ibaraki)",{{ill|UNKNOWN|lt=Ibe|1=UNKNOWN}}
"Tatenui Shrine (Miho, Ibaraki)",{{ill|UNKNOWN|lt=Tegiho Negami|1=UNKNOWN}}
"Tatenui Shrine (Miho, Ibaraki)",{{ill|UNKNOWN|lt=Shinryo|1=UNKNOWN}}
"Tatenui Shrine (Miho, Ibaraki)",{{ill|lt=Takamimusubi|UNKNOWN|lt=Takōsei Reishin}}
"Tatenui Shrine (Miho, Ibaraki)",{{ill|UNKNOWN|lt=Honda Betsu no Mikoto|1=UNKNOWN}}
"Tatenui Shrine (Miho, Ibaraki)",{{ill|lt=Konohana Sakuyahime|UNKNOWN|lt=Konohana Kaiyahime no Mikoto}}
Tatsumi Shrine (Osaka),solved
Tatsumi Shrine (Osaka),{{ill|UNKNOWN|lt=Ame-no-Tokotachi-no-Mikoto|1=UNKNOWN}}
Tatsushima Meoyanomikoto Shrine,solved
Tawa Shrine (Sanuki),{{ill|lt=Shikinaisha|UNKNOWN|lt=Engishiki shrine}}
Tawa Shrine (Sanuki),{{ill|lt=Hayaakitsuhime|UNKNOWN|lt=Hayakitsuhime-no-Mikoto}}
Tawa Shrine (Sanuki),solved
Tawa Shrine (Sanuki),{{ill|lt=Hayaakitsuhime|UNKNOWN|lt=Hayakitsuhime-no-Mikoto}}
Tawa Shrine (Sanuki),{{ill|lt=Amaterasu|UNKNOWN|lt=Amaterasu Ōmikami}}
Tawa Shrine (Sanuki),solved
Tawa Shrine (Sanuki),solved
Tawa Shrine (Sanuki),solved
Tawa Shrine (Sanuki),solved
Tawa Shrine (Sanuki),{{ill|UNKNOWN|lt=Taokihooi-no-Mikoto|1=UNKNOWN}}
Tawa Shrine (Sanuki),{{ill|UNKNOWN|lt=kokugaku scholar|1=UNKNOWN}}
Tawa Shrine (Sanuki),{{ill|UNKNOWN|lt=Taokihooi-no-Mikoto|1=UNKNOWN}}
Tawa Shrine (Sanuki),{{ill|UNKNOWN|lt=Ōtatane-ko-no-Mikoto|1=UNKNOWN}}
Tawa Shrine (Sanuki),{{ill|UNKNOWN|lt=※1|1=UNKNOWN}}
Tawa Shrine (Sanuki),{{ill|UNKNOWN|lt=※2|1=UNKNOWN}}
Tawa Shrine (Sanuki),"{{ill|lt=However, upon checking the Kagawa Prefecture Shrine Gazetteer, neither Koyosotahobime nor Ōtatane-ko-no-Mikoto are enshrined at the Maeyama Tawa Shrine.|UNKNOWN|lt=According to the Kagawa Prefecture Shrine Gazetteer, neither Koyosotahobime nor Ōtatane-ko-no-Mikoto are enshrined at the Maeyama Tawa Shrine.}}"
Tejikarao Shrine,solved
Tejikarao Shrine,{{ill|UNKNOWN|lt=Gōsha|1=UNKNOWN}}
Tenchi Shrine,{{ill|UNKNOWN|lt=Amatsuhiko Hono no Ninigi no Mikoto|1=UNKNOWN}}
Tenchi Shrine,solved
Tenchi Shrine,solved
Tenchi Shrine,{{ill|UNKNOWN|lt=Amatsuhiko Hono no Ninigi no Mikoto|1=UNKNOWN}}
Tenjin Shrine,solved
Tenjin Shrine,{{ill|UNKNOWN|lt=Kōtaku-ji|1=UNKNOWN}}
Tenjin Shrine,{{ill|UNKNOWN|lt=Ame-no-Hohi-no-Mikoto|1=UNKNOWN}}
Tenjin Shrine,solved
Tenjin-sha (Q70725130),{{ill|UNKNOWN|lt=Wakumusubi-no-Kami|1=UNKNOWN}}
Tenjin-sha (Q70725130),{{ill|UNKNOWN|lt=Toyouke-bime-no-Kami|1=UNKNOWN}}
Tenjin-sha (Q70725130),solved
Tenjin-sha (Q70725130),{{ill|UNKNOWN|lt=Wakumusubi-no-Kami|1=UNKNOWN}}
Tenjin-sha (Q70725130),{{ill|UNKNOWN|lt=Wakumusubi-no-Kami|1=UNKNOWN}}
Tenman Shrine (Takayama),{{ill|UNKNOWN|lt=Amatsukami|1=UNKNOWN}}
Tenman Shrine (Takayama),solved
Tenman Shrine (Takayama),{{ill|UNKNOWN|lt=Amatsukami|1=UNKNOWN}}
Tenman Shrine (Takayama),{{ill|UNKNOWN|lt=pit-house|1=UNKNOWN}}
Tenmansha,{{ill|lt=Shiotsuchi no Oji|UNKNOWN|lt=Shiotsuchi no Oji}}
Tenmansha,{{ill|UNKNOWN|lt=Tokyo|1=UNKNOWN}}
Tenmansha,{{ill|UNKNOWN|lt=sharyō|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|lt=Ōtoshi-no-Kami|UNKNOWN|lt=Ōtoshi-no-Kami}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Kushinadahime-no-Mikoto|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,solved
Tennōgū Ōtoshi Shrine,solved
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Ōta Taneko-no-Mikoto|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Tennōgū|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,solved
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Kushinadahime-no-Mikoto|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,solved
Tennōgū Ōtoshi Shrine,solved
Tennōgū Ōtoshi Shrine,solved
Tennōgū Ōtoshi Shrine,solved
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Takemikazuchi-no-Mikoto|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Futsunushi-no-Mikoto|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Ōta Taneko-no-Mikoto|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Five Seasonal Festivals|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Peach Festival|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Jōshi no Sekku|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Iris Festival|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Tango no Sekku|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Tea Offering|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Nagoshi|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Tanabata Festival|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Grand Festival|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Nashi Fireworks|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Hama-yumi|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Chōyō no Sekku|1=UNKNOWN}}
Tennōgū Ōtoshi Shrine,{{ill|UNKNOWN|lt=Gonnegi|1=UNKNOWN}}
Toba Shrine,solved
Toba Shrine,{{ill|UNKNOWN|lt=former shrine rank|1=UNKNOWN}}
Toba Shrine,solved
Toba Shrine,{{ill|UNKNOWN|lt=Shinsen Heihaku-ryō Kyōshinsha|1=UNKNOWN}}
Toga Shrine (Q17229311),solved
Toga Shrine (Q17229311),solved
Toga Shrine (Q17229311),{{ill|UNKNOWN|lt=Shikiuchi Shrine|1=UNKNOWN}}
Toi Shrine,solved
Toi Shrine,{{ill|UNKNOWN|lt=sōchinju|1=UNKNOWN}}
Toi Shrine,solved
Toi Shrine,{{ill|UNKNOWN|lt=Ōsagi-no-Mikoto|1=UNKNOWN}}
Toi Shrine,solved
Toi Shrine,{{ill|UNKNOWN|lt=zelkova|1=UNKNOWN}}
Toi Shrine,{{ill|UNKNOWN|lt=camphor tree|1=UNKNOWN}}
Toi Shrine,{{ill|UNKNOWN|lt=Toi-zakura|1=UNKNOWN}}
Toi Shrine,{{ill|UNKNOWN|lt=Setsubun festival|1=UNKNOWN}}
Tokari Shrine (Q11396948),{{ill|UNKNOWN|lt=Homudawake-no-Mikoto|1=UNKNOWN}}
Tokari Shrine (Q11396948),solved
Tokari Shrine (Q11396948),solved
Tokari Shrine (Q11396948),solved
Tomari Shrine,solved
Tomari Shrine,solved
Tomi Shrine,{{ill|UNKNOWN|lt=Kamimusubi-no-Kami|1=UNKNOWN}}
