page_title,qid,xml_file
Tsutsumine Shrine,Q11427995,Tsutsumine Shrine.xml
Tsuwada Tenman-gu Shrine,Q135041278,Tsuwada Tenman-gu Shrine.xml
Tsuweno Shrine,Q135039816,Tsuweno Shrine.xml
Tōchi no Miagata Nimasu Shrine,Q11405029,Tōchi no Miagata Nimasu Shrine.xml
Ubaihoumei Shrine,Q134926154,Ubaihoumei Shrine.xml
Uchi Shrine,Q11394400,Uchi Shrine.xml
Uchi Shrine (Yamato),Q88535800,Uchi Shrine (Yamato).xml
Uchikuwochikatano Shrine,Q135038795,Uchikuwochikatano Shrine.xml
Uchino Shinmei‑gū,Q135192609,Uchino Shinmei‑gū.xml
Uchino Shrine,Q135038792,Uchino Shrine.xml
Uchino Shrine (Q135040935),Q135040935,Uchino Shrine (Q135040935).xml
Uchiuchino Shrine,Q135039525,Uchiuchino Shrine.xml
Uda Myojin Site (Saiku),Q135186228,Uda Myojin Site (Saiku).xml
Uda no Mikumari Shrine Shimosha Lower Shrine,Q135069100,Uda no Mikumari Shrine Shimosha Lower Shrine.xml
Uekurino Shrine,Q135039424,Uekurino Shrine.xml
Ueno Shrine,Q135041234,Ueno Shrine.xml
Ueno Shrine (Q135039517),Q135039517,Ueno Shrine (Q135039517).xml
Ufusuna Shrine,Q135187135,Ufusuna Shrine.xml
Ufusuna Shrine (Q135187136),Q135187136,Ufusuna Shrine (Q135187136).xml
Ufusunano Shrine,Q135039492,Ufusunano Shrine.xml
Uga Shrine (Q135039451),Q135039451,Uga Shrine (Q135039451).xml
Uge Shrine,Q11449611,Uge Shrine.xml
Ugusu Shrine,Q117091796,Ugusu Shrine.xml
Uhano Shrine,Q135039138,Uhano Shrine.xml
Uhashi Shrine,Q109665899,Uhashi Shrine.xml
Uhatono Shrine,Q135039897,Uhatono Shrine.xml
Uhatono Shrine (Q135040022),Q135040022,Uhatono Shrine (Q135040022).xml
Uhei Shrine,Q135041389,Uhei Shrine.xml
Uheno shrine,Q135041397,Uheno shrine.xml
Uheno Shrine (Q135040212),Q135040212,Uheno Shrine (Q135040212).xml
Uhetono Shrine,Q135039706,Uhetono Shrine.xml
Ukahano Shrine,Q135040451,Ukahano Shrine.xml
Ukama Shrine,Q135194658,Ukama Shrine.xml
Ukama Shrine (Q135194660),Q135194660,Ukama Shrine (Q135194660).xml
Ukama Shrine (Q135194663),Q135194663,Ukama Shrine (Q135194663).xml
Ukama Shrine (Q135194667),Q135194667,Ukama Shrine (Q135194667).xml
Ukama Shrine (Q135194670),Q135194670,Ukama Shrine (Q135194670).xml
Ukamu Shrine,Q135040169,Ukamu Shrine.xml
Ukano Shrine,Q135041032,Ukano Shrine.xml
"Ukawa Shrine (Miyaba Town, Kashiwazaki City)",Q135195076,"Ukawa Shrine (Miyaba Town, Kashiwazaki City).xml"
"Ukawa Shrine (Noda, Kashiwazaki City)",Q135195078,"Ukawa Shrine (Noda, Kashiwazaki City).xml"
"Ukawa Shrine (Shindo, Kashiwazaki City)",Q135195077,"Ukawa Shrine (Shindo, Kashiwazaki City).xml"
"Ukawa Shrine (Yamamiya, Takayanagi Town, Kashiwazaki City)",Q135195074,"Ukawa Shrine (Yamamiya, Takayanagi Town, Kashiwazaki City).xml"
Ukehi Shrine,Q135186294,Ukehi Shrine.xml
Ukehi Shrine (Otobe Village),Q135186323,Ukehi Shrine (Otobe Village).xml
Ukehi Shrine (Q135186530),Q135186530,Ukehi Shrine (Q135186530).xml
Uketa Shrine,Q11631810,Uketa Shrine.xml
Ukita Shrine,Q135193790,Ukita Shrine.xml
Ukitano Shrine,Q135039896,Ukitano Shrine.xml
Ukou Shrine,Q135070205,Ukou Shrine.xml
Ukusono Shrine,Q135040246,Ukusono Shrine.xml
Umajiisobe Shrine,Q11668076,Umajiisobe Shrine.xml
Umamioka Watamuki Shrine,Q24865035,Umamioka Watamuki Shrine.xml
Umaokanitta Shrine,Q135070289,Umaokanitta Shrine.xml
Umasakahimeno Shrine,Q135038982,Umasakahimeno Shrine.xml
Umigami Shrine,Q135070072,Umigami Shrine.xml
Umigami Shrine (Q135070364),Q135070364,Umigami Shrine (Q135070364).xml
Umino Shrine,Q135040942,Umino Shrine.xml
Umorihiko Shrine,Q11449442,Umorihiko Shrine.xml
Unaguhime Shrine,Q11449252,Unaguhime Shrine.xml
Unagushi Shrine,Q135069997,Unagushi Shrine.xml
Unagushi Shrine (Q135195064),Q135195064,Unagushi Shrine (Q135195064).xml
Unagushi Shrine (Q135195067),Q135195067,Unagushi Shrine (Q135195067).xml
Unai Shrine,Q134927903,Unai Shrine.xml
Unakami Mimitoshi Shrine,Q135186758,Unakami Mimitoshi Shrine.xml
Unakami Mimitoshi Shrine (Q135186766),Q135186766,Unakami Mimitoshi Shrine (Q135186766).xml
Unakami Shrine,Q135186760,Unakami Shrine.xml
Unakushino Shrine,Q135040447,Unakushino Shrine.xml
Unanenofushimino Shrine,Q135039260,Unanenofushimino Shrine.xml
Unatarinimasutakamihino Shrine,Q135038815,Unatarinimasutakamihino Shrine.xml
Unawino Shrine,Q135041372,Unawino Shrine.xml
Unebiyamaguchi Shrine,Q11578590,Unebiyamaguchi Shrine.xml
Unehino- Shrine,Q135039029,Unehino- Shrine.xml
Uneotsutamoto Shrine,Q28685121,Uneotsutamoto Shrine.xml
Unino Shrine,Q135039284,Unino Shrine.xml
Unino Shrine (Q135039303),Q135039303,Unino Shrine (Q135039303).xml
Unioka Village Enshrinement Theory,Q135186327,Unioka Village Enshrinement Theory.xml
Unisakurano Shrine,Q135039283,Unisakurano Shrine.xml
Unkanjiniimasunaramoto Shrine,Q119929664,Unkanjiniimasunaramoto Shrine.xml
Unki Shrine,Q135070329,Unki Shrine.xml
Unkihachimanguu,Q135070330,Unkihachimanguu.xml
Unknown Shrine (Q136890160),Q136890160,Unknown Shrine (Q136890160).xml
Unknown Shrine (Q136890168),Q136890168,Unknown Shrine (Q136890168).xml
Unknown Shrine (Q136890171),Q136890171,Unknown Shrine (Q136890171).xml
Unochi Shrine,Q135070135,Unochi Shrine.xml
Unochino Shrine,Q135041096,Unochino Shrine.xml
Unoe Shrine,Q135197951,Unoe Shrine.xml
Unoki Hachiman Shrine,Q135193280,Unoki Hachiman Shrine.xml
Unokihachiman Shrine,Q135069507,Unokihachiman Shrine.xml
Unori Village Enshrinement Theory,Q135186328,Unori Village Enshrinement Theory.xml
Unutono Shrine,Q135041531,Unutono Shrine.xml
"Uomi Shrine (Kawashima, Matsusaka)",Q135186203,"Uomi Shrine (Kawashima, Matsusaka).xml"
"Uomi Shrine (Uomi, Matsusaka)",Q135186200,"Uomi Shrine (Uomi, Matsusaka).xml"
Uonomori Shrine,Q135186747,Uonomori Shrine.xml
Uonuma Shrine (Q135195097),Q135195097,Uonuma Shrine (Q135195097).xml
Ura Shrine,Q135195251,Ura Shrine.xml
Uramiya Shrine,Q135195252,Uramiya Shrine.xml
Uramori Shrine,Q135193035,Uramori Shrine.xml
Urano Shrine,Q135040566,Urano Shrine.xml
Urufuno Shrine,Q135040783,Urufuno Shrine.xml
Urufutsu Shrine,Q135186292,Urufutsu Shrine.xml
Urufutsuno Shrine,Q135039289,Urufutsuno Shrine.xml
Urufutsuno Shrine former site,Q135186293,Urufutsuno Shrine former site.xml
Uruhano Shrine,Q135040613,Uruhano Shrine.xml
Urushiyama Shrine,Q135040477,Urushiyama Shrine.xml
Usa Jingū,Q715632,Usa Jingū.xml
Usaka Shrine,Q11675698,Usaka Shrine.xml
Usakamino Shrine,Q135041187,Usakamino Shrine.xml
Usakikamino Shrine,Q135039405,Usakikamino Shrine.xml
Ushihiko Shrine,Q135041302,Ushihiko Shrine.xml
Ushihiko Shrine (Q135198080),Q135198080,Ushihiko Shrine (Q135198080).xml
Ushihiko Shrine (Q48758332),Q48758332,Ushihiko Shrine (Q48758332).xml
Ushinihano Shrine,Q135098940,Ushinihano Shrine.xml
Ushinihano Shrine former site,Q135186413,Ushinihano Shrine former site.xml
Ushiniwa Shrine,Q135186411,Ushiniwa Shrine.xml
Ushio Shrine,Q135197702,Ushio Shrine.xml
Ushiwono Shrine,Q135041105,Ushiwono Shrine.xml
Usuki Hachiman Shrine,Q11673954,Usuki Hachiman Shrine.xml
Usutakihimeinochi Shrine,Q135069119,Usutakihimeinochi Shrine.xml
Utakino Shrine,Q135099006,Utakino Shrine.xml
Utamikomarino Shrine,Q135038977,Utamikomarino Shrine.xml
Utari Shrine,Q17216999,Utari Shrine.xml
Utashino Shrine,Q135039459,Utashino Shrine.xml
Utayorino- Shrine,Q135038997,Utayorino- Shrine.xml
Utsukano Shrine,Q135039229,Utsukano Shrine.xml
Utsukino Shrine,Q135040563,Utsukino Shrine.xml
Utsumochi Shrine,Q17217329,Utsumochi Shrine.xml
Utsurahashino Shrine,Q135040457,Utsurahashino Shrine.xml
Utsushitano Shrine,Q135039419,Utsushitano Shrine.xml
Uwase Shrine,Q11449531,Uwase Shrine.xml
Uwato Shrine,Q111495856,Uwato Shrine.xml
Uwato Shrine (Q17217996),Q17217996,Uwato Shrine (Q17217996).xml
Uwetano Shrine,Q135041452,Uwetano Shrine.xml
Wabuchi Shrine,Q135194349,Wabuchi Shrine.xml
Waga Shrine,Q135194420,Waga Shrine.xml
Waga Shrine (Q135194422),Q135194422,Waga Shrine (Q135194422).xml
Waguri Shrine,Q11616546,Waguri Shrine.xml
Wagō Kasuga Shrine,Q11417191,Wagō Kasuga Shrine.xml
Wajiryou Shrine,Q135069367,Wajiryou Shrine.xml
Wajiryou Shrine (Owari Province),Q135069370,Wajiryou Shrine (Owari Province).xml
Wakae Kagami Shrine,Q28693184,Wakae Kagami Shrine.xml
Wakae Shrine,Q11616586,Wakae Shrine.xml
Wakaetokono Shrine,Q135040033,Wakaetokono Shrine.xml
Wakafutsunushino Shrine,Q135041013,Wakafutsunushino Shrine.xml
Wakamiya (Q135192730),Q135192730,Wakamiya (Q135192730).xml
"Wakamiya Shrine (Minato, Minamiizu Town)",Q135192904,"Wakamiya Shrine (Minato, Minamiizu Town).xml"
Wakamiya Shrine (Q134930669),Q134930669,Wakamiya Shrine (Q134930669).xml
Wakamiya Shrine (Q135069434),Q135069434,Wakamiya Shrine (Q135069434).xml
Wakamiya Shrine (Q135194864),Q135194864,Wakamiya Shrine (Q135194864).xml
Wakano Shrine,Q135040027,Wakano Shrine.xml
Wakanono Shrine,Q135040574,Wakanono Shrine.xml
Wakasa Shrine,Q135069110,Wakasa Shrine.xml
Wakasahiko Shrine (Q135194477),Q135194477,Wakasahiko Shrine (Q135194477).xml
Wakasahikono Shrine,Q135040057,Wakasahikono Shrine.xml
Wakasahime Shrine,Q135194478,Wakasahime Shrine.xml
Wakasahimegami Shrine,Q135069895,Wakasahimegami Shrine.xml
Wakasakurano Shrine,Q135038999,Wakasakurano Shrine.xml
Wakasuserihimeno Shrine,Q135041070,Wakasuserihimeno Shrine.xml
"Wakayamato Shrine (Miyaguchi, Hamana Ward, Hamamatsu City)",Q135069404,"Wakayamato Shrine (Miyaguchi, Hamana Ward, Hamamatsu City).xml"
Wakayamato Shrine (Tōtōmi Province),Q135069405,Wakayamato Shrine (Tōtōmi Province).xml
Wakayamatohimeno- Shrine,Q135039117,Wakayamatohimeno- Shrine.xml
Wakayamatohimeno- Shrine (Q135039118),Q135039118,Wakayamatohimeno- Shrine (Q135039118).xml
Wakayamatono Shrine,Q135039597,Wakayamatono Shrine.xml
Wakeno Shrine,Q135040209,Wakeno Shrine.xml
Wakenosuno- Shrine,Q135041143,Wakenosuno- Shrine.xml
Wakeoe Shrine,Q22120898,Wakeoe Shrine.xml
Wakinoni- Shrine,Q135038810,Wakinoni- Shrine.xml
Wanamino Shrine,Q135040632,Wanamino Shrine.xml
Wanasaifusono Shrine,Q135041373,Wanasaifusono Shrine.xml
Wanasaifusono Shrine (Q135270445),Q135270445,Wanasaifusono Shrine (Q135270445).xml
Wanikaha Shrine,Q135041387,Wanikaha Shrine.xml
Wanikawa Shrine,Q11674320,Wanikawa Shrine.xml
Wanikawa Shrine (Q11417869),Q11417869,Wanikawa Shrine (Q11417869).xml
Waninimasu Akasakahiko Shrine,Q135038816,Waninimasu Akasakahiko Shrine.xml
Wanirano Shrine,Q135039534,Wanirano Shrine.xml
Wanishimono Shrine,Q135038818,Wanishimono Shrine.xml
Wanishita Shrine (Ichinomoto),Q59282589,Wanishita Shrine (Ichinomoto).xml
Wanishita Shrine (Q59282593),Q59282593,Wanishita Shrine (Q59282593).xml
Warenogami Shrine,Q135070034,Warenogami Shrine.xml
Warihimeno Shrine,Q135041251,Warihimeno Shrine.xml
Warihimeno Shrine former site,Q135197990,Warihimeno Shrine former site.xml
Warihimeno Shrine former site (Q135197991),Q135197991,Warihimeno Shrine former site (Q135197991).xml
Warira Shrine,Q135187282,Warira Shrine.xml
Washisakino Shrine,Q135040115,Washisakino Shrine.xml
Washitori Shrine,Q24873126,Washitori Shrine.xml
Washitori Shrine (Q135069399),Q135069399,Washitori Shrine (Q135069399).xml
Washitorino Shrine,Q135039572,Washitorino Shrine.xml
Washizu Shrine,Q134926905,Washizu Shrine.xml
Watamiyakobimiko Shrine,Q135041536,Watamiyakobimiko Shrine.xml
Watano Shrine,Q135039537,Watano Shrine.xml
Watano Shrine (Q135270308),Q135270308,Watano Shrine (Q135270308).xml
Watarino Shrine,Q135040740,Watarino Shrine.xml
Watatsumi Miko Shrine,Q135199180,Watatsumi Miko Shrine.xml
Watatsumi Shrine,Q135198634,Watatsumi Shrine.xml
Watatsumi Shrine (Engishiki),Q135041526,Watatsumi Shrine (Engishiki).xml
Watatsumi Shrine (Kobe),Q11559098,Watatsumi Shrine (Kobe).xml
Watatsumi Shrine (Q135070366),Q135070366,Watatsumi Shrine (Q135070366).xml
Watatsumi Shrine (Q135198658),Q135198658,Watatsumi Shrine (Q135198658).xml
Watatsumino Shrine,Q135041548,Watatsumino Shrine.xml
Watatsumino Shrine (Q135041552),Q135041552,Watatsumino Shrine (Q135041552).xml
Watatsumino Shrine Ronsha 4,Q135388116,Watatsumino Shrine Ronsha 4.xml
Watatsuminomiko Shrine,Q134930537,Watatsuminomiko Shrine.xml
Watatsumitoyotamahimeno Shrine,Q135041365,Watatsumitoyotamahimeno Shrine.xml
Wemurano Shrine,Q135039268,Wemurano Shrine.xml
Wetomono Shrine,Q135040937,Wetomono Shrine.xml
Widono- Shrine,Q135041238,Widono- Shrine.xml
Wihanano Shrine,Q135039581,Wihanano Shrine.xml
Wihanano Shrine (Q135270318),Q135270318,Wihanano Shrine (Q135270318).xml
Wikuchi Shrine,Q135040231,Wikuchi Shrine.xml
Winaheno Shrine,Q135039435,Winaheno Shrine.xml
Winoheno Shrine,Q135040621,Winoheno Shrine.xml
Wishirino Shrine,Q135039428,Wishirino Shrine.xml
Witano Shrine,Q135039255,Witano Shrine.xml
Witano Shrine (Q135040658),Q135040658,Witano Shrine (Q135040658).xml
Witeno Shrine,Q135039513,Witeno Shrine.xml
Woamino Shrine,Q135040059,Woamino Shrine.xml
Wochino Shrine,Q135039934,Wochino Shrine.xml
Wochisomano Shrine,Q135038968,Wochisomano Shrine.xml
Woeno Shrine,Q135040681,Woeno Shrine.xml
Woeno Shrine (Q135039824),Q135039824,Woeno Shrine (Q135039824).xml
Wofuseno Shrine,Q135040460,Wofuseno Shrine.xml
Wohamano Shrine,Q135040288,Wohamano Shrine.xml
Wohariheno Shrine,Q135039543,Wohariheno Shrine.xml
Woharino Shrine,Q135039540,Woharino Shrine.xml
Woharino Shrine (Q135270311),Q135270311,Woharino Shrine (Q135270311).xml
Wohirano- Shrine,Q135041532,Wohirano- Shrine.xml
Wohonamuchino Shrine,Q135041472,Wohonamuchino Shrine.xml
Wokahachino Shrine,Q135039340,Wokahachino Shrine.xml
Wokahano Shrine,Q135039328,Wokahano Shrine.xml
Wokahano Shrine (Q135039381),Q135039381,Wokahano Shrine (Q135039381).xml
Wokahano Shrine (Q135039928),Q135039928,Wokahano Shrine (Q135039928).xml
Wokamiheshino Shrine,Q135040005,Wokamiheshino Shrine.xml
Wokamino Shrine,Q135039188,Wokamino Shrine.xml
Wokamotono Shrine,Q135040159,Wokamotono Shrine.xml
Wokamotono Shrine (Q135039826),Q135039826,Wokamotono Shrine (Q135039826).xml
Wokano Shrine,Q135040054,Wokano Shrine.xml
Wokano Shrine (Q135039821),Q135039821,Wokano Shrine (Q135039821).xml
Wokatano Shrine,Q135039222,Wokatano Shrine.xml
Wokatano Shrine (Q135270129),Q135270129,Wokatano Shrine (Q135270129).xml
Wokatanokuno Shrine,Q135038813,Wokatanokuno Shrine.xml
Wokiharano Shrine,Q135041180,Wokiharano Shrine.xml
Wokishino- Shrine,Q135039364,Wokishino- Shrine.xml
Wokosono Shrine,Q135039397,Wokosono Shrine.xml
Wokuchino Shrine,Q135039514,Wokuchino Shrine.xml
Wokuchino Shrine (Q135039531),Q135039531,Wokuchino Shrine (Q135039531).xml
Wokuchino Shrine (Q135270144),Q135270144,Wokuchino Shrine (Q135270144).xml
Wokunino Shrine,Q135039614,Wokunino Shrine.xml
Womi- Shrine,Q135039256,Womi- Shrine.xml
Womino Shrine,Q135039276,Womino Shrine.xml
Womino Shrine (Q135098229),Q135098229,Womino Shrine (Q135098229).xml
Womiyano Shrine,Q135039237,Womiyano Shrine.xml
Womonoimino Shrine,Q135040052,Womonoimino Shrine.xml
Womori- Shrine,Q135098861,Womori- Shrine.xml
Womushino Shrine,Q135099001,Womushino Shrine.xml
Wonifu Shrine,Q135040445,Wonifu Shrine.xml
Wonino Shrine,Q135039337,Wonino Shrine.xml
Wono Shrine,Q135038776,Wono Shrine.xml
Wono Shrine (Q135039727),Q135039727,Wono Shrine (Q135039727).xml
Wono Shrine (Q135040641),Q135040641,Wono Shrine (Q135040641).xml
Wonono Shrine,Q135039448,Wonono Shrine.xml
Wonono Shrine (Q135039791),Q135039791,Wonono Shrine (Q135039791).xml
Wonono Shrine (Q135039876),Q135039876,Wonono Shrine (Q135039876).xml
Wonono-azuwake- Shrine,Q135041139,Wonono-azuwake- Shrine.xml
Worushiwake- Shrine,Q135040029,Worushiwake- Shrine.xml
Wosakano Shrine,Q135039937,Wosakano Shrine.xml
Wosakano Shrine (Q135040619),Q135040619,Wosakano Shrine (Q135040619).xml
Wosakano Shrine (Q135040647),Q135040647,Wosakano Shrine (Q135040647).xml
Wosakino Shrine,Q135039351,Wosakino Shrine.xml
Wosata- Shrine,Q135038991,Wosata- Shrine.xml
Woshihakeno Shrine,Q135039159,Woshihakeno Shrine.xml
Woshikino Shrine,Q135040487,Woshikino Shrine.xml
Woshirono Shrine,Q135040711,Woshirono Shrine.xml
Wotano Shrine,Q135041273,Wotano Shrine.xml
Wotono Shrine,Q135040015,Wotono Shrine.xml
Wotono Shrine (Q135040024),Q135040024,Wotono Shrine (Q135040024).xml
Wotsuno Shrine,Q135039444,Wotsuno Shrine.xml
Wotsuno Shrine (Q135039590),Q135039590,Wotsuno Shrine (Q135039590).xml
Wouchino Shrine,Q135039935,Wouchino Shrine.xml
Woumino Shrine,Q135039890,Woumino Shrine.xml
Woyamano Shrine,Q135039445,Woyamano Shrine.xml
Woyamatano Shrine,Q135040166,Woyamatano Shrine.xml
Yaahino Shrine,Q135039825,Yaahino Shrine.xml
Yabu Shrine,Q11666856,Yabu Shrine.xml
Yabunami Shrine (Nanto),Q135194945,Yabunami Shrine (Nanto).xml
Yabunami Shrine (Takaoka),Q135194946,Yabunami Shrine (Takaoka).xml
Yabunami Shrine (Tonami),Q135194944,Yabunami Shrine (Tonami).xml
Yabuta Shrine,Q24870457,Yabuta Shrine.xml
Yachihoko Shrine,Q135194879,Yachihoko Shrine.xml
Yada Shrine,Q135070044,Yada Shrine.xml
Yadahachiman Shrine,Q135070045,Yadahachiman Shrine.xml
Yafukino Shrine,Q135039037,Yafukino Shrine.xml
Yafuri Shrine,Q135195204,Yafuri Shrine.xml
Yafutano Shrine,Q135039389,Yafutano Shrine.xml
Yagaki Shrine,Q135195226,Yagaki Shrine.xml
Yagawa Shrine,Q11584115,Yagawa Shrine.xml
Yagi Shrine (Q11666826),Q11666826,Yagi Shrine (Q11666826).xml
Yagi Shrine (Q135070002),Q135070002,Yagi Shrine (Q135070002).xml
Yagi Shrine (Q135186713),Q135186713,Yagi Shrine (Q135186713).xml
Yagi Shrine (Q135186714),Q135186714,Yagi Shrine (Q135186714).xml
Yagi Shrine (Q135195122),Q135195122,Yagi Shrine (Q135195122).xml
Yagino Shrine,Q135039379,Yagino Shrine.xml
Yago Shrine (Nakano Town),Q135193642,Yago Shrine (Nakano Town).xml
Yago Shrine (Nishiazai Town),Q135193643,Yago Shrine (Nishiazai Town).xml
Yagokorōoichihiko Shrine,Q11391120,Yagokorōoichihiko Shrine.xml
"Yahagi Shrine, Yao",Q11583922,"Yahagi Shrine, Yao.xml"
Yahaku Shrine,Q135070089,Yahaku Shrine.xml
Yahara Shrine,Q135198066,Yahara Shrine.xml
Yaharano Shrine,Q135041294,Yaharano Shrine.xml
Yaharano Shrine (Q135040555),Q135040555,Yaharano Shrine (Q135040555).xml
Yahashira Shrine,Q135186298,Yahashira Shrine.xml
Yahashira Shrine (Abu),Q135186325,Yahashira Shrine (Abu).xml
Yahashira Shrine (Q135186420),Q135186420,Yahashira Shrine (Q135186420).xml
Yahashira Shrine (Yotsuhikida branch),Q135186281,Yahashira Shrine (Yotsuhikida branch).xml
"Yahashira Shrine (Yotsuhikida, Kanki‑ji precincts)",Q135186268,"Yahashira Shrine (Yotsuhikida, Kanki‑ji precincts).xml"
Yahirano Shrine,Q135041154,Yahirano Shrine.xml
Yaho Tenmangū Shrine,Q135193303,Yaho Tenmangū Shrine.xml
Yahoko Shrine,Q48758430,Yahoko Shrine.xml
Yahono Shrine,Q135041156,Yahono Shrine.xml
Yakifu- Shrine,Q135038841,Yakifu- Shrine.xml
Yaku Shrine,Q11581207,Yaku Shrine.xml
Yakuchino Shrine,Q135041098,Yakuchino Shrine.xml
Yakukano Shrine,Q135041061,Yakukano Shrine.xml
Yakumo Shrine,Q135190269,Yakumo Shrine.xml
Yama Shrine,Q21655261,Yama Shrine.xml
Yama Shrine (Q135039885),Q135039885,Yama Shrine (Q135039885).xml
Yamabe Miyagata Shrine,Q135069139,Yamabe Miyagata Shrine.xml
Yamabe Miyagata Shrine (Q135069140),Q135069140,Yamabe Miyagata Shrine (Q135069140).xml
Yamabe Shrine,Q135070162,Yamabe Shrine.xml
Yamabe Shrine (Q135070160),Q135070160,Yamabe Shrine (Q135070160).xml
Yamabe Yashirohime Shrine,Q135197709,Yamabe Yashirohime Shrine.xml
Yamabe Yashirohime Shrine (Q135197711),Q135197711,Yamabe Yashirohime Shrine (Q135197711).xml
Yamabeyatsushirohimemiko Shrine,Q135070145,Yamabeyatsushirohimemiko Shrine.xml
Yamabeyatsushirohimemiko Shrine (Iwami Province),Q135070146,Yamabeyatsushirohimemiko Shrine (Iwami Province).xml
Yamadai Shrine,Q97276772,Yamadai Shrine.xml
Yamaguchi Shrine,Q11467400,Yamaguchi Shrine.xml
Yamaguchi Shrine (Q135069129),Q135069129,Yamaguchi Shrine (Q135069129).xml
Yamaguchihachiman Shrine,Q135069358,Yamaguchihachiman Shrine.xml
Yamaguni Shrine,Q21019704,Yamaguni Shrine.xml
Yamaheno Shrine,Q135041131,Yamaheno Shrine.xml
Yamahenomiakatano- Shrine,Q135039035,Yamahenomiakatano- Shrine.xml
Yamaihe Shrine,Q135039944,Yamaihe Shrine.xml
Yamakatahiko Shrine,Q11468742,Yamakatahiko Shrine.xml
Yamakatano Shrine,Q135040206,Yamakatano Shrine.xml
Yamakatano- Shrine,Q135041371,Yamakatano- Shrine.xml
Yamakyou Shrine,Q135070102,Yamakyou Shrine.xml
Yamakyou Shrine (Izumo Province),Q135070103,Yamakyou Shrine (Izumo Province).xml
Yamamori Shrine (Otagi district),Q135068806,Yamamori Shrine (Otagi district).xml
Yamana Shrine,Q135192646,Yamana Shrine.xml
Yamana Shrine (Q135192649),Q135192649,Yamana Shrine (Q135192649).xml
Yamanano Shrine,Q135039500,Yamanano Shrine.xml
Yamanano Shrine (Q135039617),Q135039617,Yamanano Shrine (Q135039617).xml
"Yamanashioka Shrine, Fuefuki",Q11469625,"Yamanashioka Shrine, Fuefuki.xml"
"Yamanashioka Shrine, Yamanashi",Q11469626,"Yamanashioka Shrine, Yamanashi.xml"
Yamanashiwokano Shrine,Q135039693,Yamanashiwokano Shrine.xml
Yamanashiwokano Shrine (Q135270284),Q135270284,Yamanashiwokano Shrine (Q135270284).xml
Yamanohenoyashirohime- Shrine,Q135041119,Yamanohenoyashirohime- Shrine.xml
Yamanokami,Q135069437,Yamanokami.xml
Yamanokami no Mori,Q135194489,Yamanokami no Mori.xml
Yamanomori Shrine,Q135179806,Yamanomori Shrine.xml
Yamanowino Shrine,Q135039157,Yamanowino Shrine.xml
Yamasano Shrine,Q135040901,Yamasano Shrine.xml
Yamasano Shrine (Q135270431),Q135270431,Yamasano Shrine (Q135270431).xml
Yamashirono Shrine,Q135040771,Yamashirono Shrine.xml
Yamatano Shrine,Q135041395,Yamatano Shrine.xml
Yamatano Shrine (Q135039817),Q135039817,Yamatano Shrine (Q135039817).xml
Yamatano Shrine (Q135039818),Q135039818,Yamatano Shrine (Q135039818).xml
Yamato Onchi Shrine,Q43594603,Yamato Onchi Shrine.xml
Yamatoookuni- Shrine,Q135041319,Yamatoookuni- Shrine.xml
Yamatoookuni- Shrine (Q135270439),Q135270439,Yamatoookuni- Shrine (Q135270439).xml
Yamatsutano Shrine,Q135040098,Yamatsutano Shrine.xml
Yamayukibouyamakuchi Shrine,Q135069127,Yamayukibouyamakuchi Shrine.xml
Yamazumi Shrine,Q135192635,Yamazumi Shrine.xml
Yama‑no‑Kami Shrine,Q135040633,Yama‑no‑Kami Shrine.xml
"Yama‑no‑Kami Shrine (Teragaya, Nijō, Minamiizu Town, Shizuoka Prefecture)",Q135192800,"Yama‑no‑Kami Shrine (Teragaya, Nijō, Minamiizu Town, Shizuoka Prefecture).xml"
Yamiso- Shrine,Q135039981,Yamiso- Shrine.xml
Yamuya- Shrine (Co-Enshrinement),Q135041089,Yamuya- Shrine (Co-Enshrinement).xml
Yamuyahikomayumino Shrine,Q135041083,Yamuyahikomayumino Shrine.xml
Yamuyahikono Shrine,Q135041082,Yamuyahikono Shrine.xml
Yamuyano Shrine,Q135041080,Yamuyano Shrine.xml
Yana Shrine,Q119929641,Yana Shrine.xml
Yana Shrine (Q11471014),Q11471014,Yana Shrine (Q11471014).xml
Yanagihara Shrine,Q134925350,Yanagihara Shrine.xml
Yanahime Shrine,Q65498694,Yanahime Shrine.xml
