QID,Page
Q135197711,Yamabe Yashirohime Shrine (Q135197711)
Q135070145,Yamabeyatsushirohimemiko Shrine
Q135070146,Yamabeyatsushirohimemiko Shrine (Iwami Province)
Q2309838,Yamabushi
Q11470580,Yamada Shrine
Q11470748,Yamada Takatsuka Kofun
Q48752311,Yamada Uenoyama Kofun
Q11470125,Yamada-Hōma Kofun Cluster
Q11471245,Yamaga Lantern Festival
Q11471244,Yamaga Onsen
Q11468583,Yamagata Gokoku Shrine
Q11466743,Yamaguchi Daijingu
Q11467121,Yamaguchi Gokoku Shrine
Q135069129,Yamaguchi Shrine (Q135069129)
Q135069358,Yamaguchihachiman Shrine
Q21019704,Yamaguni Shrine
Q11470760,Yamahata Kofun Group
Q18458079,Yamahata Yokoanabo Cluster
Q135041131,Yamaheno Shrine
Q135039035,Yamahenomiakatano- Shrine
Q135039944,Yamaihe Shrine
Q135040206,Yamakatano Shrine
Q135041371,Yamakatano- Shrine
Q11468274,Yamakawa Shuppansha
Q135070102,Yamakyou Shrine
Q135070103,Yamakyou Shrine (Izumo Province)
Q11467749,Yamamiya Sengen Shrine
Q11467748,Yamamiya Shrine
Q135068806,Yamamori Shrine (Otagi district)
Q11468880,Yamamoto Hachimangū
Q11468881,Yamamoto Hachimangū (Fujinomiya City)
Q11468879,Yamamoto Hachimangū (Yao City)
Q11467730,Yamamuro Himezuka Kofun
Q135192646,Yamana Shrine
Q135192649,Yamana Shrine (Q135192649)
Q11467613,Yamana Shrine Tenno Festival Bugaku
Q135039500,Yamanano Shrine
Q135039617,Yamanano Shrine (Q135039617)
Q11469930,Yamanashi District
Q11469919,Yamanashi Gokoku Shrine
Q11469625,"Yamanashioka Shrine, Fuefuki"
Q135039693,Yamanashiwokano Shrine
Q135270284,Yamanashiwokano Shrine (Q135270284)
Q11470977,Yamanobe-no-Michi
Q28688324,Yamanohane No. 1 Kofun
Q135041119,Yamanohenoyashirohime- Shrine
Q135069437,Yamanokami
Q135194489,Yamanokami no Mori
Q135179806,Yamanomori Shrine
Q11465812,Yamanoue Stele
Q135039157,Yamanowino Shrine
Q135040901,Yamasano Shrine
Q135270431,Yamasano Shrine (Q135270431)
Q11470811,Yamashina family
Q11467707,Yamashiro Town
Q135040771,Yamashirono Shrine
Q135041395,Yamatano Shrine
Q135039817,Yamatano Shrine (Q135039817)
Q135039818,Yamatano Shrine (Q135039818)
Q55406552,Yamato no Agoko
Q11432454,Yamato no Iotari
Q27027223,Yamato no Kuni Fudoki
Q11387078,Yamato no Kuni no Miyatsuko
Q11433599,Yamato no Nagaoka
Q55407038,Yamato no Tehiko
Q43594549,"Yamato Okunitama Shrine, Mima"
Q11433429,"Yamato Okunitama Shrine, Minamiawaji"
Q11433432,Yamato Tenjin'yama Kofun
Q11387083,Yamatohiko
Q131331326,Yamatohime no Mikoto Seiki
Q11387081,Yamatohime-no-Miya
Q135041319,Yamatoookuni- Shrine
Q135270439,Yamatoookuni- Shrine (Q135270439)
Q135040098,Yamatsutano Shrine
Q11469988,Yamatsuteru Shrine
Q48748893,Yamatsuteru Shrine Kofun
Q11466454,Yamauchi Shrine
Q11467783,Yamaya Taue Odori
Q135069127,Yamayukibouyamakuchi Shrine
Q17223513,Yamazue Shrine
Q135192635,Yamazumi Shrine
Q135040633,Yama‑no‑Kami Shrine
Q135069437,Yama‑no‑Kami Shrine (Q135069437)
Q64615207,Yame Kofun Cluster
Q135039981,Yamiso- Shrine
Q135041089,Yamuya- Shrine (Co-Enshrinement)
Q135041083,Yamuyahikomayumino Shrine
Q135041082,Yamuyahikono Shrine
Q135041080,Yamuyano Shrine
Q134925350,Yanagihara Shrine
Q11534332,Yanagimoto Kofun Cluster
Q11534333,Yanagimoto Ōtsuka Kofun
Q8193045,Yanagiwara Naruko
Q11534564,Yanaida Nunōyama Kofun
Q135194397,Yanaizu Kokūzō Shrine
Q11632598,Yanaka Seven Lucky Gods
Q135039673,Yanakihara Shrine
Q135270420,Yanakihara Shrine (Q135270420)
Q135040232,Yanakiseno Shrine
Q904922,Yang Earth Dog
Q118701,Yang Earth Dragon
Q905011,Yang Earth Horse
Q904781,Yang Earth Monkey
Q1062052,Yang Earth Rat
Q1061986,Yang Earth Tiger
Q1062512,Yang Fire Dog
Q904721,Yang Fire Dragon
Q1062045,Yang Fire Horse
Q1061831,Yang Fire Monkey
Q1062017,Yang Fire Rat
Q767248,Yang Fire Tiger
Q904484,Yang Metal Dog
Q1062146,Yang Metal Dragon
Q1062141,Yang Metal Horse
Q798775,Yang Metal Monkey
Q904964,Yang Metal Rat
Q1063199,Yang Metal Tiger
Q904937,Yang Water Dog
Q1062581,Yang Water Dragon
Q1062004,Yang Water Horse
Q1062030,Yang Water Monkey
Q904972,Yang Water Rat
Q1062922,Yang Water Tiger
Q1062917,Yang Wood Dog
Q904754,Yang Wood Dragon
Q904930,Yang Wood Horse
Q1062011,Yang Wood Monkey
Q1190890,Yang Wood Rat
Q904409,Yang Wood Tiger
Q135041077,Yanono Shrine
Q24887792,Yansanma Festival
Q11465637,Yanushi Otake Ogokoro no Mikoto
Q4538410,Yao (lines)
Q11258587,Yaotome
Q118906758,Yaoyorozu no Kami
Q692714,Yasaka Shrine
Q2599651,Yasaka Shrine (disambiguation)
Q119929561,Yasaka Shrine (Hino City)
Q11390696,Yasaka Shrine (Kitakyushu)
Q11390695,Yasaka Shrine (Miyama)
Q85876838,"Yasaka Shrine (Oizumi-cho, Honma District)"
Q135070288,Yasaka Shrine (Q135070288)
Q135195043,Yasaka Shrine (Q135195043)
Q11391825,Yasaka Shrine (Takarazuka City)
Q11390704,"Yasaka Shrine (Tomozumigo, Shinkamigoto Town)"
Q10892048,Yasakairi-hime
Q10892137,Yasakani no Magatama
Q110820908,Yashikigami
Q24875285,Yashima Mausoleum
Q55522907,Yashimajinumi
Q65249018,Yashimamuji
Q135040376,Yashiro Shrine
Q109601910,Yashiro Ōtoshi Shrine
Q17221560,Yashirogi Shrine
Q65249011,Yasogami
Q24870749,Yasojima Festival
Q135041314,Yasokono Shrine
Q135270351,Yasokono Shrine (Q135270351)
Q11390617,Yasotakeru
Q135039414,Yasotsuminokurano Shrine
Q11450454,Yasu no Kuni no Miyatsuko
Q135041132,Yasuno Shrine
Q135039645,Yasuno- Shrine
Q2610017,Yata no Kagami
Q11603302,Yata Ōtsuka Kofun
Q135040567,Yataheno Shrine
Q135040580,Yatano Shrine
Q135040599,Yatano Shrine (Q135040599)
Q6145889,Yato-no-kami
Q135195127,Yatsu Hachiman Shrine
Q11390433,Yatsugatake Mountains
Q135098863,Yatsuki- Shrine
Q15275406,Yatsunata
Q17222029,Yatsurugi Shrine
Q11390593,Yatsurugi Shrine (disambiguation)
Q135069142,Yatsurugi Shrine (Q135069142)
Q135187127,Yatsurugi Shrine (Q135187127)
Q11390596,"Yatsurugi Shrine (Suwa City, Kowata)"
Q124496744,"Yatsurugi Shrine (Yagami, Kuwabara-cho, Hashima City)"
Q11390558,Yatsushiro Shrine
Q11390512,Yatsushiro-gū
Q28685136,Yatōjiyama Kofun
Q11390919,Yawata Hachimangū
Q97379379,Yawata Steel Works
Q135040615,Yawokano Shrine
Q11487459,Yayoi mounded tombs
Q86728350,Yazuka-Otoko-no-Mikoto
Q710705,Yi Xing
Q904801,Yin Earth Goat
Q1061992,Yin Earth Ox
Q904335,Yin Earth Pig
Q1062557,Yin Earth Rabbit
Q905305,Yin Earth Rooster
Q1062039,Yin Earth Snake
Q905292,Yin Fire Goat
Q1062543,Yin Fire Ox
Q1062894,Yin Fire Pig
Q1061999,Yin Fire Rabbit
Q201551,Yin Fire Rooster
Q905311,Yin Fire Snake
Q1062873,Yin Metal Goat
Q904956,Yin Metal Ox
Q905052,Yin Metal Pig
Q1062275,Yin Metal Rabbit
Q904743,Yin Metal Rooster
Q1062057,Yin Metal Snake
Q323312,Yin Shun
Q1062599,Yin Water Goat
Q267521,Yin Water Ox
Q904914,Yin Water Pig
Q904471,Yin Water Rabbit
Q655662,Yin Water Rooster
Q905297,Yin Water Snake
Q1062025,Yin Wood Goat
Q599762,Yin Wood Ox
Q1062067,Yin Wood Pig
Q904791,Yin Wood Rabbit
Q185265,Yin Wood Rooster
Q905031,Yin Wood Snake
Q11265234,Yin-Yang and Wuxing Theory
Q11658260,Yin-Yang Bureau
Q109362957,Yo-ori
Q20899316,Yobito Shrine
Q11613316,Yodo Shrine
Q11613317,Yodohime Shrine
Q11541065,Yohara Shrine
Q11420029,Yohashira Shrine
Q135041159,Yohino Shrine
Q65279652,Yoki Tenman Shrine
Q135040322,Yokihikono Shrine
Q11419962,Yokkaichi Yokoanabo Cluster
Q11543436,Yokoanabo
Q135193792,Yokobayashi Shrine
Q30928910,Yokohama City Registered Cultural Property
Q135040124,Yokokurano Shrine
Q135039356,Yokomichino- Shrine
Q135041184,Yokomino Shrine
Q135039735,Yokomino Shrine (Q135039735)
Q11543317,Yokose Kofun
Q135070116,Yokota Shrine (Izumo Province)
Q135070115,Yokota Shrine (Q135070115)
Q135041307,Yokotano Shrine
Q135040926,Yokotano Shrine (Q135040926)
Q126475248,Yokotashimo Kofun
Q114497967,Yokotsuka Kofun
Q17209615,Yokotsukayama Kofun
Q135039841,Yokoyama Shrine
Q135193673,Yokoyama Shrine (Kinomoto Town)
Q135193674,Yokoyama Shrine (Takatsuki Town)
Q135040126,Yokoyamano Shrine
Q135040249,Yokoyamano Shrine (Q135040249)
Q135041515,Yono Shrine
Q135069335,Yonogami Shrine
Q135069341,Yonogami Shrine (Q135069341)
Q135069343,Yonogami Shrine (Q135069343)
Q135040499,Yonono Shrine
Q95162647,Yoritsune Tanaka
Q135193777,Yorogi Shrine
Q135193732,Yoroki Shrine
Q135039872,Yorokino Shrine
Q135069141,Yorumiyakoki Shrine
Q135040676,Yosakino Shrine
Q11255132,YOSAKOI Festival
Q109597031,Yoshi no Ike Onsen
Q11413521,Yoshida Fire Festival
Q723266,Yoshida Kanetomo
Q18457622,Yoshida Kofun
Q11413955,Yoshida Onsen Shrine Kofun
Q11413553,Yoshida Seven Lucky Gods
Q24898358,Yoshida Shrine (Toyohashi)
Q11262779,Yoshida Udon
Q11412598,Yoshii Onsen (Fukuoka)
Q11450303,Yoshimasa
Q3529714,Yoshino Mikumari Shrine
Q135195282,Yoshino Shrine
Q135038971,Yoshinonoyamakuchino Shrine
Q135270116,Yoshinonoyamakuchino Shrine (Q135270116)
Q135069093,Yoshinoyamaguchi Shrine
Q135039852,Yoshirono Shrine
Q11414032,Yoshida Shrine
Q11609991,Yoshitsune Shrine
Q11412729,Yoshiwara Gion festival
Q10917048,Yoshiwara red-light district
Q11371101,Yoshuku
Q135040205,Yosunano Shrine
Q17211755,Yotsuzuka Kofun Cluster
Q11563773,Yu Shrine
Q135070079,Yubikui Hyōzu Shrine
Q11563762,Yuda Onsen
Q135194413,Yuei Shrine
Q11573853,Yuga Daigongen
Q11573854,Yuga Daigongen (disambiguation)
Q11577570,Yuga Mountain
Q11577571,Yuga Shrine
Q11577572,Yuga Shrine (disambiguation)
Q22120767,Yuga Shrine (Nara)
Q11621649,Yugasan Rendaiji
Q11563522,Yugawa River
Q11487069,Yuge clan
Q51914673,Yuge no Koreo
Q135185562,Yuge Shrine (Q135185562)
Q11487078,Yuge Shrine (Takashima)
Q135193635,"Yujino Shrine (Oji, Asai Town)"
Q135193637,"Yujino Shrine (Yujino, Asai Town)"
Q135040592,Yukawono Shrine
Q135039134,Yukeno Shrine
Q135039705,Yukeno Shrine (Q135039705)
Q11487076,Yuge Shrine
Q11577577,Yuki Shrine (Kyoto)
Q17211882,Yuki-no-Mikura
Q135041535,Yukiahino Shrine
Q135199133,Yukiai Shrine
Q22120773,Yuki Shrine
Q135040913,Yukino Shrine
Q11659952,Yukinoyama Kofun
Q135039988,Yukuno Shrine
Q135039993,Yunoishino Shrine
Q135039460,Yunokino Shrine
Q11563413,Yunomine Ōji Shrine
Q11577626,Yurahime Shrine
Q135041289,Yuranominatono Shrine
Q335606,Yushima Tenmangū
Q195715,Yusuhara Hachimangū
Q11345595,Yuta (shaman)
Q17225818,Yuta Shrine
Q128845623,Yutani Shrine
Q11563793,Yutani Shrine (Maibara)
Q11516412,Yutokunin
Q135039823,Yutsukino Shrine
Q135193636,Yutsukino Shrine former site
Q578719,Yuzu Nembutsu
Q108471789,Yōkokuji Valley Yokoanabo Cluster
Q8062667,Yōrō River
Q1060846,Yūkaku
Q11606619,Yūki Shrine
Q1623327,Yūsoku Kojitsu
Q251682,Yūtoku Inari Shrine
Q135041076,Zakarihimeno Shrine
Q11425668,Zama Shrine (Daito City)
Q10514059,Zaō Gongen
Q11418898,Zenkoji Kaido
Q11397225,Zenpō-kōhō-fun
Q10891572,Zenshū Shrine
Q17995346,Zenzōzuka Kofun
Q1072983,Zhengyue
Q2650821,Zhèn (Bagua)
Q97379040,Zoi
Q135070317,Zouta Shrine
Q19993032,Zushi
Q134963148,Ārīugan
Q135193506,Īmichi Shrine
Q135195034,Ō Shrine
Q135195031,Ō Shrine (Itoigawa)
Q135186763,Ō Shrine (Q135186763)
Q135732,Ōagata Shrine
Q135194870,Ōanamochi Miyo Shrine
Q135193759,Ōarahiko Tomoyui Shrine
Q11176300,Ōbanjin
Q99517235,Ōbashi no Mikoto
Q97342071,Ōbosan Kofun
Q11677717,Ōdan
Q11436863,Ōe clan
Q251160,Ōgamiyama Shrine
Q136882164,Ōharae
Q11438317,Ōharae no Kotoba
Q11261910,Ōharae-shiki
Q135194917,Ōhata Kamisugi Izumuhime Shrine
Q106106718,Ōhesoki
Q11435420,Ōhiko-no-Mikoto
Q11432148,Ōi Castle
Q11432196,Ōi clan
Q11432217,Ōi Shrine (Mito)
Q11433004,Ōita Gokoku Shrine
Q11434767,Ōiwayama
Q11573004,Ōji Shrine
Q11573001,Ōji Shrine (disambiguation)
Q135070309,Ōji Shrine (Q135070309)
Q11573002,Ōji Shrine (Tokushima City)
Q11573000,Ōji-no-Kami
Q135070342,Ōji-no-Miya
Q106995417,Ōji-zuka Kofun (Fujioka)
Q30928191,Ōjiyama Kofun
Q108127461,Ōjizuka Kofun (Fujioka)
Q97311060,Ōko No. 8 Kofun
Q2349235,Ōkuchi no Magami
Q55529547,Ōkume no Mikoto
Q276944,Ōkuninushi
Q611678,Ōkunitama Shrine
Q11433669,Ōkunitama Shrine (disambiguation)
Q135193783,Ōkuwa Shrine
Q11431880,Ōmaruyama Kofun
Q43594535,Ōmi Kunitama Shrine
Q11638480,Ōmi no Kuni Fudoki
Q11638487,Ōmi Ōtsu Palace
Q60990714,Ōmika Shrine
Q135190281,Ōmika Shrine (Q135190281)
Q8081618,Ōmiwa Shrine (disambiguation)
Q11438339,Ōmiwa Shrine (Shimotsuke)
Q3594036,Ōmiya Hachiman Shrine (Hyōgo)
Q11434413,Ōmiya Shrine
Q24865597,Ōmiya-no-Me
Q17223392,Ōmizu Shrine
Q55522726,Ōmizu Shrine (disambiguation)
Q3270544,Ōmonoimi no Kami
Q10936701,Ōmononushi
Q11436381,Ōmori Beach
Q135177159,Ōmori Kamo Shrine
Q28685639,Ōmoto Kofun
Q97220287,Ōmura Yokoanabo Cluster
Q16278433,Ōmuro Kofun Cluster
Q11434367,Ōmuro Kofun group
Q17223487,Ōmuro Kofun Group (Maebashi)
Q135112892,Ōmuroyama Sengen Shrine
Q11438783,Ōmushi Shrine (Echizen)
Q11438782,Ōmushi Shrine (Yosano Town)
Q11431853,Ōnakatomi clan
Q135194877,Ōnamochi Zōseki Shrine
Q11581794,Ōnaobi no Kami
Q11677718,Ōni robe
Q11438921,Ōnishi Kakuyō
Q11438939,Ōnishi Yoritake
Q61055684,Ōno clan
Q11439666,Ōno Clan (Bungo Province)
Q136731905,Ōno Clan (Higo Province)
Q135195296,Ōno Shrine (Ōmiya)
Q24876586,Ōno-no-Iwa Kofun
Q11439538,Ōnodai Dolmen Cluster
Q105070840,Ōnohara Kofun cluster
Q85878978,Ōnotehime-no-Kami
Q874428,Ōsaki Hachimangū
Q11438451,Ōsasahara Shrine
Q11432371,Ōsayama Shiratsuka Kofun
Q11659209,Ōshima
Q11434813,Ōshima (Fukuoka)
Q135194398,Ōshima Shrine
Q11444409,Ōta Chausuyama Kofun
Q3594054,Ōta Shrine (Setana)
Q11444167,Ōta Tenjinyama Kofun
Q97496337,Ōta-no-Mikoto
Q17226513,Ōtaki Ontake Shrine
Q123352290,Ōtaki Shrine
Q55452706,Ōtaniyama Tomb No. 22
Q55536798,Ōtataneko
Q11432336,Ōtomo Muroya
Q11432333,Ōtomo no Fukei
Q11432352,Ōtomo no Inamaro
Q10933541,Ōtomo no Sukinamaro
Q386287,Ōtomo no Tabito
Q11432350,Ōtomo Shrine (Saku)
Q111333730,"Ōtomo Shrine (Saku, Mochizuki)"
Q65258929,Ōtori Shrine
Q11442008,Ōtori Shrine (Adachi Ward)
Q11442007,Ōtori Shrine (Sakae)
Q11676284,Ōtori Shrine (Taito Ward)
Q705151,Ōtori taisha
Q11441988,Ōtorii Ōji Shrine
Q11436759,"Ōtoshi Shrine (Kinokawa, Momoyama-chō)"
Q11436757,Ōtoshi Shrine (Shimonoseki)
Q135038745,"Ōtoshi Shrine (Ōharano-haigata-chō, Kyoto)"
Q11436758,Ōtoshi Shrines
Q11437359,Ōtsu Shrine
Q11437361,Ōtsu Shrine (Habikino)
Q11437362,Ōtsu Shrine (Hida)
Q17222697,Ōtsu Shrine (Ise)
Q11433994,Ōtsuka Kofun (disambiguation)
Q17222628,Ōtsuka Kofun (Kawajima)
Q113490541,Ōtsuka Kofun (Sukagawa)
Q11433996,Ōtsuka Kofun Cluster (disambiguation)
Q11433997,Ōtsuka Kofun Cluster (Ichikawa Misato Town)
Q11381233,Ōtsukayama Kofun
Q17227935,Ōtsurumaki Kofun
Q11433867,Ōtsutsumi Gongenzuka Kofun
Q135195376,Ōube Hyoju Shrine (Okuno)
Q135195377,Ōube Hyoju Shrine (Tantō Town)
Q11438297,Ōusu-no-Mikoto
Q111114032,Ōwakako no Mikoto
Q106163342,Ōya-Sada Kofun Cluster
Q11434713,Ōyama Afuri Shrine
Q11434608,Ōyamadera
Q11433419,Ōyamato Kofun Cluster
Q245731,Ōyamato Shrine
Q386563,Ōyamatsumi
Q128025897,Ōyamatsumi Shrine (Niihama)
Q703904,Ōyamazumi Shrine
Q16278443,Ōyamazumi Shrine (disambiguation)
Q11434673,Ōyamazumi Shrine (Imazatogō)
Q17223627,Ōyamazumi Shrine (Ise)
Q11434672,"Ōyamazumi Shrine (Michidoi, Shinkamigoto)"
Q43594821,Ōyamazumi Shrine (Nantan)
Q85878785,Ōyamazumi Shrine (Nishi no Tani)
Q134888253,Ōyamazumi Shrine (Saikai)
Q11434323,Ōyasuba Kofun group
Q135198053,Ōyunohara & Ama Shrine
Q11573042,Ōzan Kofun Cluster
Q11572952,Ōzuka Kofun
Q11572953,Ōzuka Kofun (Chūō City)
Q108281221,Ōzuka Kofun (Suzuka)
Q123117516,Ōzuka Kofun (Toyama)
Q10940767,Amanomichine
Q11378800,Ikuhime Shrine
Q135098820,Isagawa Awa Shrine
Q11379365,Izanagi Shrine (Ikoma)
Q11379322,"Izanagi Shrine (Saidera, Suita)"
Q43594845,Izanami Shrine
Q43594855,"Izanami Shrine, Mima"
Q11586806,Ishiura Shrine
Q38276022,Ishi Shrine
Q11585161,Ishizukuri Shrine
Q134893136,Ishifu Shrine
Q11586490,Ishimaki Shrine
Q11554897,Izumi Shrine (Hitachi)
Q11395685,Izumi Shrine (Kaga)
Q11378969,Isemikoto Shrine
Q135039263,Iso Shrine
Q65681696,Isobe inamura Shrine
Q134926816,Ita Shrine
Q11380848,Idate Shrine
Q11379270,Itahato Shrine
Q11352598,Ichinomiya Shrine (Tokushima)
Q123115222,Ichihara Shrine
Q11410120,Izuhara Hachimangū Shrine
Q134893134,Inakami Shrine
Q11596632,Inagi Shrine
Q22117916,Inasaki Shrine
Q11596731,Inazume Shrine
Q110915761,Inane Shrine
Q701414,Inaba Shrine
Q135039344,Inafuno Shrine
Q134928475,Inohanako Shrine
Q11617924,Ibaraki Shrine
Q11379321,Ibuki Shrine
Q11379320,Ifuribe Shrine
Q11379707,Ime Shrine & Hachimangu
Q11498399,Iya Shrine
Q11585503,Irō Shrine
Q123118312,Ishii Shrine (Izumozaki)
Q11587853,Iwai Shrine
Q11587235,Iwatsutsukowake Shrine
Q11379249,Iwatsuhime Shrine
Q11585184,Iwato Shrine
Q11587896,Iwahashi Shrine
Q11490722,Inbe Shrine
Q11490726,Inbe Shrine (Matsue City)
Q11449611,Uge Shrine
Q11631810,Uketa Shrine
Q11675698,Usaka Shrine
Q715632,Usa Jingū
Q11673954,Usuki Hachiman Shrine
Q11394400,Uchi Shrine
Q88535800,Uchi Shrine (Yamato)
Q28685121,Uneotsutamoto Shrine
Q11578590,Unebiyamaguchi Shrine
Q134926154,Ubaihoumei Shrine
Q11668076,Umajiisobe Shrine
Q11449442,Umorihiko Shrine
Q135039260,Unanenofushimino Shrine
Q11449531,Uwase Shrine
Q111495856,Uwato Shrine
Q11610638,Oio Shrine
Q134928894,Ouji Shrine
Q11438675,Ōarahiko Shrine
Q11438676,"Ōarahiko Shrine, Tomoyui Shrine"
Q11432213,Ooi Shrine
Q11432135,Oimatakubo Hachiman Shrine
Q22118078,Ōga Shrine
Q11435126,Ōkawakami Birafu Shrine
Q11435192,Ōkawa Shrine
Q17221549,Okuni Shrine (Isesaki)
Q11433665,Okunitama Shrine
Q11433670,Ōkunitama Shrine (Iwaki)
Q11438318,Takeokami Shrine
Q11436767,Ōke Shrine
Q11438337,Oo Shrine
Q11438780,Ōtokoro Shrine
Q11443953,Ōhirasan Shrine
Q11460785,Ōbe Shrine
Q11442033,Oomahiko Shrine
Q131925939,Omiya Shrine
Q546197,"Ōmiwa Shrine, Ichinomiya"
Q11434676,Oyama Shrine (Tomika)
Q85878781,Oyamada Shrine
Q11473959,Okataka Shrine
Q11473495,Okadakuni Shrine
Q106852596,Okada Shrine (Matsumoto)
Q48758325,Okanoue Shrine
Q135194226,Ogawa Shrine
Q135194226,"Ogawa Shrine (Setogawa, Ogawa Village)"
Q11460493,Ogawatsuki Shrine
Q11445964,Okitsushima Shrine
Q134930718,Ogushi Shrine
Q11462117,Ogura Shrine
Q63148006,Ogura Shrine (Uji)
Q43594600,Osada Nimasu Amateru Mitama Shrine
Q17228003,Ojiharina Mawakahime Shrine
Q110915859,Oshaku Shrine
Q97206855,Ozu Shrine (Moriyama)
Q11459557,Ozeki Shrine
Q21655259,Odai Agata Shrine
Q135186791,Oyama Otsu Shrine
Q135186791,Ozu Shrine (Kuwana)
Q11578102,Onouto Shrine
Q17225921,Ono Shrine (Atsugi)
Q11464225,Ono Shrine (Shiga)
Q18991294,Ono Shrine (Nankoku)
Q11464226,Ono Shrine (Fuchū)
Q17226111,Ohari Shrine
Q11463293,Obori Shrine
Q61058050,Omiashi Shrine
Q11559097,Kai Shrine
Q11677210,Kaehime Shrine
Q11399719,Kaka Shrine
Q54153278,Kagamitsukuri Ita Shrine
Q38278496,Kagamitsukuri Nimasu Amateru Mitama Shrine
Q43594607,Kagamitsukurimake Shrine
Q11398800,Kashikuri Shrine
Q11677158,Kashima Onata Shrine
Q135069030,Kashima Shrine (Kashiba City)
Q11677124,Kashima Miko Shrine
Q28690058,Kasumekentou Shrine
Q43594918,Kataoka Shrine (Oji Town)
Q134930291,Katasuge Shrine
Q11516052,Gassan Shrine
Q11620954,Katsuraki ni Imasu Honoikaduchi Shrine
Q11620952,Katsuragi Futakami Shrine
Q11400187,Katsura Shrine
Q128867071,Kabatakamo Shrine
Q11358379,Kamiichinomiya Ōawa Shrine
Q11360119,Kamikoso Shrine
Q24874608,Kamisumuji Shrine
Q11591046,Kamitakatsuki Shrine
Q11590334,Kamuhatori Shrine
Q11634949,Kamo Shrine (Ichinomiya)
Q11675602,Kamo Shrine (Kawanishi)
Q54153261,Kamo Shrine (Kuroshio)
Q11634952,Kamo Shrine (Kiryu)
Q11675600,Kamo Shrine (Sakaide)
Q11675603,Kamonaraita Shrine
Q17220848,Karai Shrine
Q54153276,Karukomuranimasu Shrine
Q119929619,Karuno Shrine
Q85879982,Kawaai Shrine
Q11553975,Kawaketamikabe Shrine
Q11478285,Kawashima Shrine
Q11554016,Kawase Shrine
Q11553387,Kawachi Kunitama Shrine
Q11418296,Kanko Shrine
Q134930636,Kamisawa Shrine
Q135039271,Kansha Shrine
Q11590885,Kandani Shrine
Q104660635,"Kannabi Shrine (Fuchu city, Hiroshima)"
Q11590985,Kanno Shrine
Q134930558,Kisaki Shrine
Q54153279,Kitashita Shrine
Q134930691,Kita Shrine
Q21655263,Kinumaki Shrine
Q11523697,Kiburi Shrine
Q11660876,Kirishimamine Shrine
Q11368920,Kukuhi Shrine
Q11368919,Kukumiohiko Shrine
Q17218980,Kushi iwamado Shrine
Q11544726,Kushida Shrine (Matsusaka)
Q11544725,"Kushida Shrine, Imizu"
Q54153271,Kushitamanomikoto Shrine
Q24864064,Kushirokahime Shrine
Q11621015,Kuzumi Shrine
Q11542244,Kusumoto Shrine
Q115748481,Kudo Shrine
Q126709405,Kunitsuhiko-no-Mikoto Shrine
Q134893137,Kunihashiramikoto Shrine
Q135039357,Kurumano Shrine
Q11678192,Kuroshima Shrine
Q17228379,Kuronuma Shrine
Q11537594,Kuwada Shrine
Q70203929,Kuwabara Shrine
Q135039759,Mitsuchino Shrine
Q20044233,Korizu Shrine
Q11625493,Kogaikuni Shrine
Q3109957,Gokiso Hachimangū
Q11421390,Kokuzō Shrine
Q11479874,Kojino Shrine
Q72707416,Kohaku Shrine
Q11603933,Komori Katte Shrine
Q106852481,Sakaki Shrine
Q11385133,Saka Shrine
Q11644305,Sakatare Shrine
Q11644289,Sakatsura Isosaki Shrine
Q56346760,Saki Shrine
Q11397359,Sakitama Shrine
Q11397050,Sakito Shrine
Q11397865,Sakitori Shrine
Q11537864,Sakurai Shrine
Q48758398,Sakurama Shrine
Q55532282,Saguri Shrine
Q11553074,Sasaki Shrine
Q24871075,Sasa Shrine
Q55541642,Sato Shrine (Hitachiota)
Q11632552,Sanuki Shrine
Q11571758,Sano Shrine (Nomi)
Q11383015,Sabi Shrine
Q11385140,Samatado Shrine
Q11457393,Samugawa Shrine
Q11457434,Samuta Shrine
Q123179471,Sawa Shrine
Q134930749,Shiitori Shrine
Q11428793,Shioyuhiko Shrine
Q106852498,Shikinagayoshi Shrine
Q134930739,Shizuma Shrine
Q11595950,Shinaga Shrine
Q11603763,Shinokura Shrine
Q11490800,Shinobugaoka Shrine
Q11561593,Shibukawa Shrine
Q11477020,Shimaana Shrine
Q24876134,Shimada Shrine
Q11361528,Shimoshiotsu Shrine
Q11361262,Shimotate Matsubara Shrine
Q11404815,Juuni Shrine
Q11658473,Suearata Shrine
Q134893097,Sugatahime Shrine
Q11455616,Sukunakawata Shrine
Q11619344,Sugo Shrine
Q11664846,Suzu Shrine
Q11429413,Sunomata Shrine
Q11556507,Sunomiya Shrine
Q11664504,Sube Shrine
Q85878507,Sumisaka Shrine
Q11381863,Sumiyoshi Shrine (Iki City)
Q11631918,Sakamoto Shrine Suwa Shrine
Q134928967,Suwa Shrine (Yamato)
Q11430893,Tai Shrine
Q11441891,Tairyō Shrine
Q11672588,Takashino Shrine
Q11669562,Takaoka Sekino Shrine
Q11673295,Takakamo Shrine
Q11669904,Takakura Shrine
Q115519772,Taga Shrine (Atami)
Q3791906,Takase Shrine (Nanto)
Q11672161,Takadahasagi Shrine
Q17226307,Takatsumi Shrine
Q134928492,Takahashi Shrine
Q11669186,Takabe Shrine
Q11672973,Takabeya Shrine
Q650253,Takamahiko Shrine
Q11669105,Takamefu Shrine
Q11669282,Takaya Shrine
Q11430676,Tagi Shrine
