Page Title,Wikidata QID
Gūji,Q11453500
H. Byron Earhart,Q32539204
H. Paul Varley,Q3124699
Hachi Shrine,Q106852479
Hachibuseyama Nishimine Kofun,Q11649845
Hachikazuki,Q11649831
Hachikenya Boat Dock,Q11391758
Hachiman,Q261637
Hachiman Asami Shrine,Q11391001
Hachiman Daijingū,Q85876851
Hachiman Kannonzuka Kofun,Q17222413
"Hachiman Shrine (Mugiya, Yuuki-cho, Saeki-ku, Hiroshima City)",Q124496768
Hachiman Shrine (Tokushima City),Q11391079
Hachiman Usa Shrine Oracle Collection,Q136730637
Hachiman shrine,Q11390939
Hachimanyama Kofun,Q11390961
Hachimanyama Kofun (Gyoda),Q11390962
Hachimanyama Kofun (Maebashi),Q17230312
Hachimanyama Kofun (Nagoya),Q17218723
Hachinohe Sansha Taisai,Q5637073
Hachioji Shrine,Q11391618
Hachioji Shrine (Chigasaki),Q119929568
Hachioji Shrine (Ena City),Q119929597
Hachioji Shrine (Funabashi),Q11391619
Hachioji Shrine (Kariya City),Q96820108
Hachioji Shrine (Minamichita Town),Q97181502
Hachioji Shrine (Nara),Q22119984
Hachioji Shrine (Saitama),Q124482330
Hachita Shrine,Q22119986
Hachizuka Kofun,Q18989641
Hachizuka Kofun (Fujidera),Q11658220
Hachizuka Kofun (Ikeda),Q18989641
Hachiōji (disambiguation),Q11391544
Hachiōji Gongen,Q11391615
Haenyeo,Q495789
Hafuritano Shrine,Q135039044
Haginoo Kofun,Q124683795
Haguro Gongen,Q24898144
Haguro Shrine,Q11610434
Haguro Shrine (Funabashi City),Q11610435
Haguro Shrine (Kurashiki City),Q11610436
"Haguro Shrine (Nagaoka City, Onuki)",Q85883240
Haguro Shrine (Suzu City),Q126020334
Hahime Shrine,Q38278473
Hahō Shrine,Q43594654
Haibutsu kishaku,Q702298
Haiden (Shinto),Q3125745
Haisho,Q17194083
Haji Nisanzai Kofun,Q11423449
Haji clan,Q10927758
Hakatano Shrine,Q135039172
Hakayama Kofun,Q11429120
Hakkengū,Q55533377
Hakkō ichiu,Q717303
Hakodate Gokoku Shrine,Q19887675
Hakodate Hachimangū,Q11395952
Hakodate Port Festival,Q133874862
Hakone Gongen,Q11603375
Hakone Shrine,Q705310
Hakozaki Shrine,Q714742
Hakuchi Castle,Q11579474
Hakusan Faith,Q11579557
Hakusan Gongen,Q11579578
Hakusan Kofun,Q11579561
Hakusan Nakai Shrine,Q11579553
Hakusan Shrine,Q11579595
Hakusan Shrine (Bunkyo Ward),Q11579596
Hakusan Shrine (Heguri),Q119929662
Hakusan-yabu Kofun,Q11381233
Hakushu (Shinto),Q4216550
Hakutahikono Shrine,Q135039112
Hakutahimeno Shrine,Q135039113
Half-house (Kuge),Q11406995
Hama Ōji Shrine,Q11557908
Hamaori Festival,Q11558084
Hamawaki Onsen,Q11558043
Hamukosono Shrine,Q135039142
Hamuro Kofun Group,Q48753076
Han-style mirror,Q109595099
Hanabue Shrine,Q11679017
Hanada,Q30950539
Hanagasa,Q11615624
Hanayamazuka Kofun,Q18338862
Hanazono Inari Shrine,Q28692916
Hanazono Onta-mai,Q11615190
Hanchō Shrine,Q18338914
Hand bath,Q11497078
Haneda Airport Garden,Q85883236
Haneda Aviation Shrine,Q109784392
Haneda Shrine,Q97196990
Hanezuiro,Q11418576
Hanishina Kofun group,Q6912108
Haniwa Warrior in Keiko Armor,Q91239334
Haniwa coffin,Q11394844
Haniyasu-hiko and Haniyasu-hime,Q9285919
Hanno Yasaka Shrine,Q11666663
Hanpei,Q11481885
Hanza,Q11396613
Haraedo no Kami,Q11588504
Hare of Inaba,Q2330988
Harima Kuni no Miyatsuko,Q108487215
Harima no Inabi no Ōiratsume,Q11078587
Harisai-sho,Q1654753
Harmachis,Q363767
Haru-Minami-Kata Shrine,Q11555589
Haruna Shrine,Q3128007
"Haruna Shrine (Fujimi, Saitama)",Q128866571
Haruna Shrine (Hachioji),Q85881569
Haruna Shrine (Numata City),Q131275530
Harutano Shrine,Q135039010
Hasaike Kofun,Q105080262
Hasamiyama Site,Q11275417
Hasenoyamakuchi Shrine,Q135038992
Hashihime Shrine,Q11543776
Hashihito no Muraji Ōfuta,Q55407008
Hashikuraji,Q11603428
Hashirimizu Shrine,Q11636077
Hashirimizu Shrine (Kobe),Q11636078
Hashirimizu Shrine (Yokosuka),Q11636077
Hashiriochino Shrine,Q135039214
Hashizu Kofun Cluster,Q109359259
Hasinaw-uk-kamuy,Q5678815
Hassaku,Q11391277
Hassen,Q11390771
Hasshinden,Q11391709
Hasuge Shrine,Q17217815
Hatadono Shrines,Q11544511
Hatahisa Shrine,Q11481867
Hatamikawino Shrine,Q135039025
Hatano Shrine,Q135039019
Hathor Festival,Q1588895
Hatorino Shrine,Q135098838
Hattori Sumiyoshi Shrine,Q11516885
Hattori Tenjin Shrine,Q11516907
Hayabusa Shrine,Q23996462
Hayabusa Shrine (Nara),Q22120034
Hayakawa Shrine,Q11639669
Hayakawa Shrine (Saito),Q11639672
Hayakitsuhiko and Hayakitsuhime,Q11326733
Hayama Shrine,Q11511591
Hayasasurahime,Q136731213
Hayashi Shrine,Q11533248
Hayashi Shrine (Akashi),Q11533249
Hayashi Shrine (Tonami),Q22120029
Hayatani Shrine,Q11639721
Hazamiyama Kofun,Q11275423
Hazukashi Shrine,Q65278999
Hazukayama Kofun,Q28683863
Head of the Left Bureau of Imperial Attendants,Q11438594
Health land,Q11387182
Heart (Chinese constellation),Q1145909
Hebizuka Kofun,Q11625508
Heboso Kofun,Q11336594
Heguri Nimasukishi Shrine,Q11483495
Heguri Shrine,Q97220447
Heguri Shrine (Kuwana),Q97220447
Heguri-nimasu Kishi Shrine,Q11483495
Hegurinoiwatoko Shrine,Q119929663
Heiden (Shinto),Q3076699
Heijō Palace,Q211585
Heijō Shrine,Q11482369
Heijō-kyō,Q862509
Heike Nokyo,Q11482424
Heimin,Q3443060
Heisenji Hakusan Shrine,Q11483206
Heitate Shrine,Q11481888
Heketsuhi Monument,Q11587796
Heki clan,Q65270301
Heliacal rising,Q368373
Helmet with Brow Plate,Q48748019
Hemp cloth,Q11239515
Henshō-ji (Okinawa),Q11640506
Heri-ab-wia,Q1609860
Heriu-renpet,Q1610070
Hetu and Luoshu,Q17001603
Hibasu-hime,Q8375821
Hibis,Q1617203
Hibiya Shrine,Q11509587
Hida Gokoku Shrine,Q3135218
Hida Sōja,Q11665917
Hidden hot spring,Q11659011
Hie Kofun,Q30923506
Hie Shrine,Q702042
Hie Shrine (Yamagata),Q134888881
Higaida Ōtsuka Kofun,Q11528075
Higashi Tomezuka Kofun,Q11527565
Higashi-Chōda Kofun group,Q85881268
Higashi-Kurume Seven Lucky Gods,Q28688207
Higashi-Naruko Onsen,Q11528785
Higashi-Okute Kofun,Q11526448
Higashi-Shirahige Park,Q21019411
Higashidōgo Shrine,Q11505266
"Higashimuro District, Wakayama",Q1131175
Higashinomiya Kofun,Q11523913
Higashinorikura Kofun,Q80951331
Higashiohotanihimenomikoto Shrine,Q135039013
"Higashishirakawa District, Fukushima",Q1155899
Higashitonotsuka Kofun,Q11527550
Higo Kodai no Mori,Q65279228
Hihaizuka Kofun,Q105069738
Hihashiri Shrine,Q135039191
Hijiri Shrine,Q11611101
Hijirizuka Kofun - Ayamezuka Kofun,Q60985643
Hijiyama Shrine,Q11547466
Hikami Anego Shrine,Q11549548
Hikawa Shrine (Itabashi),Q703633
Hikawa Shrine (Saitama),Q703633
Hikawahime,Q65270244
Hikida Shrine,Q22119431
Hikino Shrine,Q17224057
Hikitano Shrine,Q135038996
Hiko-hito no Ō,Q11487893
Hikofutsuoshi no Makoto no Mikoto,Q11487911
Hikoimasu no Ōkimi,Q11487910
Hikokamiwake-no-Mikoto,Q70537095
Hikosachi no Mikoto,Q135327097
Hikosan Jingū,Q11616915
Hikosashima no Mikoto,Q11487957
Hikosashima no Ōkimi,Q17224229
Hikoshigaya Cave Tomb Cluster,Q97636128
Hikoshima Hachimangu,Q116890332
Hikoyai,Q11086120
Hikoyuki no Mikoto,Q119380402
Hikō Shrine,Q11665839
Hilo Daijingu,Q24872796
Hime Shrine,Q22070227
Hime Shrine (Nagasaki),Q11447444
Hime- Shrine,Q135098858
Hime-Hiko System,Q11330202
Himegami,Q22070227
Himeji Castle,Q188754
Himekamino Shrine,Q135039196
Himekoso Shrine,Q11547445
Himekoso-sha,Q11547444
Himekosono Shrine,Q135039202
Himekuhano Shrine,Q135039003
Himetataraisuzu-hime,Q5353793
Himiko,Q234451
Himikoko,Q10906043
Himorogi,Q60587
Himukahino Shrine,Q135098825
Himukai Daijingu,Q11505112
Himukai-daijingū,Q11505112
Himure Hachiman-gū,Q11509681
Himuro Gongen,Q134844607
Himuro Shrine,Q11549570
Himuro Shrines,Q11549571
Hinateri-Nukada-Bichio-Ikochini-no-Kami,Q65269923
Hine Shrine,Q11509543
Hinkan,Q11418352
Hinoe (丙),Q1156443
Hinoki Shrine,Q72184006
Hinokuma Hime Shrine,Q11566947
Hinokuma Shrine,Q888184
Hinomisaki Shrine,Q1619446
Hinomori Shrine,Q22120305
Hinooka Kofun,Q18338989
Hinoto (丁),Q1078373
Hinumanai Shrine,Q11547467
Hioka Goryo Kofun,Q11505277
Hirabaru Ruins,Q11482147
Hirahama Hachimangu,Q11483250
Hirai Area No. 1 Kofun,Q109365272
Hiramatsu Ōji Shrine,Q11483087
Hirano Shrine,Q738971
Hirano Tsukaanayama Kofun,Q109364823
Hirao Mountain Kofun Cluster,Q11482454
Hiraoka Shrine,Q32422
Hirasaki Shrine,Q3136198
Hirata Atsutane,Q2572749
Hiratsuka Hachimangu,Q11482330
Hirayanagi Hoshimiya Shrine,Q60989143
Hiro Hachiman Shrine,Q391335
Hirohata Hachiman Shrine (Kashiwa),Q11486356
Hirohime,Q11064567
Hiromine Shrine,Q11484399
Hirosaki Castle Chrysanthemum and Autumn Leaves Festival,Q11487216
Hirosaki Neputa Matsuri,Q11487200
Hirosaki Park,Q11288816
Hirose Shrine,Q705281
Hirose Taisha,Q705281
Hiroshige,Q200798
Hiroshima Gokoku Shrine,Q84008
Hiroshima Prefectural Miyoshi Fudoki Hill,Q11484763
Hirota Shrine,Q1466105
Hirota Shrine (Osaka City),Q1466105
Hiruiōzuka Kofun,Q11514249
Hiruko Shrine,Q11625587
Hisago-tsuka Kofun (Ebina),Q110814750
Hisagotuka Kofun,Q48764073
Hisagozuka Kofun (Higashisonogi),Q11276192
Hisagozuka Kofun (Himeji),Q48764117
Hisamoto Kofun,Q84638275
Hisanagi,Q11663700
Hishage Kofun,Q11330004
Historical reenactment parade,Q11514338
History of Shinto shrines in Hokkaido,Q11402450
History of Shinto shrines in Okinawa,Q135684332
History of the Oki Islands,Q11659036
Hitachi no Kuni Fudoki,Q11481687
Hitaka Hibuse Festival,Q11510844
Hitaka Shrine,Q11510848
Hitatare,Q4118264
Hitomi Shrine,Q19754813
Hitosei system,Q11375914
Hitotsuka Kofun,Q11352506
Hitowoseno Shrine,Q135038970
Hiyoshi Shrine (Gōdo),Q11505069
Hizen no Kuni Fudoki,Q111890610
Ho-oji Kofun,Q48751107
Hobata Shrine,Q43594611
Hodoki Mountain,Q48753472
Hodosan Shrine,Q11452649
Hodota Kofun Cluster,Q11385853
Hojuin family (Gion Shake),Q28685821
Hokenoyama Kofun,Q11337664
Hokkaido Grand Parade of Marching Bands,Q11403725
Hokkaido Prefecture (1886-1947),Q11402730
Hokkaidō Gokoku Shrine,Q11403068
Hokke-ji (Suwa),Q106836915
Hokki-ji,Q1351209
Hokochi Shrine,Q21061176
Hokumon Shrine,Q11404351
Hokura Shrine,Q17218056
Hokurano Shrine,Q135039177
Hokushin Myoken Shrine,Q106852427
Holy Virgin Mary of Seven Swords,Q4415549
Homa (ritual),Q2561131
Homi Shrine (沼津市根古屋),Q54153285
Homisuwajūgosho Shrine,Q106838012
Homutsuwake no Mikoto,Q11631423
Hon-Taki-ji,Q11520534
Honbōyama Kofun,Q109360232
Honchō Kōin Shōunroku,Q11520403
Honden,Q2044994
Hongu Shrine Yohaisho of Kasuga-taisha,Q135098821
Hongō Haniwa Kiln Site,Q104747194
Honji suijaku,Q3080781
Honjō Kofun Cluster,Q123357641
Honoikatsuchino Shrine,Q135038947
Honshu,Q13989
Honzon,Q11520160
Hoori,Q1051960
Horaisan Kofun,Q11452676
Horakhty,Q1417365
Horan Enya (Ōita),Q11338449
Horikoshi Shrine,Q11427801
Horned Kabuto,Q48747987
Horus Procession,Q1630274
Hoshida Myōkengū,Q11461218
Hoshimiya Shrine,Q11512855
Hosokawa Shrine,Q11605965
Hosoyano Shrine,Q135039130
Hosshinmon Ōji Shrine,Q3141012
Hosuseri,Q10731395
Hot Spring Bathing Instructor,Q11562930
Hot Spring Drinking,Q2663859
Hot Spring Mark,Q5368134
Hot Spring Types,Q11554939
Hot Spring Utilization Instructor,Q11562931
Hot spring algae,Q11562968
Hot spring analysis report,Q11562932
Hotsuma Tsutae,Q2083538
Hour deities,Q2359142
Hourly calendar of Ramses II,Q2359148
House-shaped Sarcophagus,Q17192769
Housono Shrine,Q19841356
Hozumi Aso Shrine,Q11597092
Hozumi Iwayumi,Q22129270
Hozumi Mushimaro,Q22129398
Hozumi Nonimaro,Q22129380
Hozumi Oshiyama,Q22129303
Hozumi Shrine,Q136731953
Hozumi Soso,Q11597084
Hozumi Yashiro,Q106995189
Hozumi clan,Q11597079
Hozumi no Ioe,Q11597067
Hozumi no Kujii,Q22129343
Hozumi no Momotari,Q11597083
Hozumi no Oi,Q22129332
Hozumi no Shinomaro,Q22129447
Hyakudo Mairi,Q11580748
Hydrographic Department (Imperial Japanese Navy),Q11549259
Hygieia,Q202257
Hyōbijin,Q60148
Hyōgo Himeji Gokoku Shrine,Q11393652
Hyōgo Kobe Gokoku Shrine,Q11393653
Hyōtan-yama Inari Shrine,Q11574175
Hyōtan-yama Kofun,Q11574174
Hyōtan-zuka Kofun,Q110814790
Hyōzu Shrine,Q85593661
Hyōzu Shrine (Kishiwada),Q85593661
Hyōzu Shrine (Tanba),Q11392794
Hyōzu Shrine (disambiguation),Q11392794
Hyōzu Taisha,Q11392795
Hōfu Tenmangū,Q704898
Hōfun Ōtsuka Kofun,Q17217378
Hōhei,Q11445508
Hōju Inari Shrine,Q11452617
Hōjō Tokiyuki,Q5965196
Hōnensai,Q60581
Hōonjiyama Kofun Cluster,Q11555161
Hōraiyama Kofun,Q11452574
Hōri,Q24869239
Hōryū-ji,Q261932
Hōtoku Ninomiya Shrine,Q11428033
Hōtō Shrine,Q11452551
Iaret,Q1655707
Ibaraki Gokoku Shrine,Q11617516
Ibaraki Shrine,Q11617924
Ibukidonushi no Kami,Q86734190
Ichigao Cave Tomb Cluster,Q11479974
Ichihara History Museum,Q115253922
Ichiimotono Shrine,Q135039153
Ichikishima Shrine (Suginami),Q11480541
Ichikishima Shrines,Q11480540
Ichikishima-hime,Q11059454
Ichimachi,Q18700606
Ichiniwa Kofun,Q11480471
Ichinomiya,Q1656379
Ichinomiya Gozen Shrine,Q55539277
Ichinono Ōji Shrine,Q11480731
Ichinoya Yasaka Shrine,Q55076890
Ichio Miyazuka Kofun,Q114652000
Ichiohakayama Kofun,Q106520906
Ichishi no Nagaochi,Q18700600
Ichisuka Kofun Cluster,Q11353283
Ichisuka Shrine,Q11353282
Ichitani Munakata Shrine,Q17193235
Ichitanidani Munakata Shrine,Q17193235
Idekamiiwa Kofun (Kotoura),Q123118458
Idera Kofun,Q24866260
Ifukiikatsuchi- Shrine,Q135039026
Igami Shrine,Q119929666
Igari Shrine,Q11379372
Igatsuomi no Mikoto,Q109599098
Igenoyama Kofun,Q11492427
Igusa Hachimangu,Q11373756
Ihakamiichino Shrine,Q135039045
Ihareyamakuchino Shrine,Q135039028
Ihatate-no-Jinja,Q11586614
Ihatsutano- Shrine,Q135039162
Ihefuseno Shrine,Q135038840
Ihotachino Shrine,Q135038844
Ii Shrine,Q87853305
Iida Kofun group,Q48745895
Iida-machi Toro-yama Festival,Q11666571
Iidaka Shrine,Q106023493
Iigaoka Hachimangu,Q11666749
Iijima Hachimangu,Q11666322
Iina Shrine,Q17192747
Iino Hachimangū,Q11666702
Iinotakamiya-kouyama Shrine,Q17988632
Iinoya-gū,Q11373321
Iinozaka Kofun Cluster,Q11666712
Iizaka Onsen,Q17192714
Ikagashiko-o,Q55536799
Ikagashikome,Q10885176
Ikaho Onsen,Q11381013
Ikan Shrine,Q30925534
Ikanashi Shrine,Q11378912
Ikasuri Shrine,Q11425667
Ikasuri no Kami,Q10928586
Ikeda Chausuyama Kofun,Q11552118
Ikeda Tsuneoki,Q1036482
Ikegami Shichifukujin,Q20043076
Ikejiri Kofun No. 2,Q122833158
Ikenimasu-asagirikihatahime Shrine,Q43594590
Iketano Shrine,Q135039219
Iki Gokoku Shrine,Q11429635
Iki Island,Q494914
Iki Kofun Cluster,Q20043068
Ikime Kofun Cluster,Q11574825
Ikisan Chōshizuka Kofun,Q48752705
Ikisomimi no mikoto,Q11492323
Ikki Kofun Group,Q17193286
Ikoma Fault Zone,Q11574928
Ikoma Shrine,Q246479
Ikomayamaguchi Shrine,Q115740129
Ikonahime no Mikoto Shrine,Q11379183
Ikukunino Shrine,Q135039160
Ikukunitama Shrine,Q11574477
Ikune Shrine,Q11574575
"Ikune Shrine (Nishinari Ward, Osaka City)",Q11574576
Ikushimatarushima Shrine,Q11574513
Ikuta Shrine,Q710086
Ikutachi,Q48745888
Ikutama Festival,Q11574728
Imagawa clan,Q1764434
Imai Clan (Suwa),Q24871105
Imai Nogiku,Q131226392
Imaichi Dainenji Kofun,Q24866213
Imaizumiguchi Hachimanyama Kofun,Q122190137
Imajuku Kofun Cluster,Q103946619
Imajuku Ōtsuka Kofun,Q113112834
Imamiya Ebisu Shrine,Q11376859
Imamiya Shrine,Q500955
Imao Akiba Shrine,Q134986807
Imao Shrine,Q11376891
Imashirozuka Kofun,Q11376795
Imi-chet-Sopdet,Q1272698
Iminomiya Shrine,Q11490717
Imizu Shrine,Q11458557
Imperial Accession Order,Q11579150
Imperial Household Museum,Q11481063
Imperial Household Rites Act,Q11581038
Imperial Prince,Q12886381
Imperial Rescript on Education,Q712830
Imperial University Ordinance,Q11481010
Imperial decrees,Q67421629
Imperial heir,Q11581005
Imperial rituals,Q17229162
Imperial visits,Q11626055
Ina Valley,Q1660812
Inabane Ōji Shrine,Q3149767
Inage Asama Shrine,Q11596688
Inage Shrine,Q11596691
Inari Shrine (disambiguation),Q60988699
Inaridai No.1 Kofun,Q11596847
Inarimae Kofun Cluster,Q11596844
Inarimori Kofun,Q11596873
Inariyama Kofun (disambiguation),Q11596864
Inarizuka Kofun,Q11596855
Inasa Beach,Q11596453
Inashironimasu Shrine,Q43594637
Inashirono Shrine,Q135038998
Inatsuhiko Shrine,Q11567184
Inau,Q3149786
Inbanuma,Q5120731
Inbe clan,Q8189229
Independent Shinto shrine,Q11408858
Inoko Kofun,Q56347601
Inokuchi Ōji Shrine,Q11372756
Inouchi Inarizuka Kofun,Q116257052
Inshū Shichō Gōki,Q11659057
Intangible Folk Cultural Properties Requiring Documentation,Q11642584
Intercutting relationships,Q11396181
Internal Ranks,Q11393856
Inukaibe,Q11571294
Invasion of Ryukyu,Q1140134
Io Shrine,Q11373608
Iokibe clan,Q55536851
Iomante,Q583794
Ipet-hemet (month),Q1672177
Ipetam,Q28693472
Ipip Festival,Q1672200
Ippen,Q1056232
Irino Shrine,Q135038756
Iron arrowheads,Q11649798
Iron swords and iron sword inscriptions,Q11649534
Irregular ironware,Q48745955
Isaac Newton's occult studies,Q3558152
Isagawa Awa Shrine,Q135098820
Isagawa Shrine,Q22117854
Isagu Shrine,Q11378870
Isanakino Shrine,Q135039217
Isaniwa Shrine,Q3155126
Isasumi Shrine,Q3155136
Ise,Q297053
Ise Calendar,Q30921824
Ise Grand Shrine,Q687168
Ise faith,Q4205212
Ise no Kuni no Miyatsuko,Q11378974
Isekisan Shrine,Q17193121
Isetano Shrine,Q135038799
Isetsuhiko,Q17193127
Iseyama Kōtai Jingū,Q11378990
Isezuka Kofun,Q113498764
Isezuka Kofun (Chūō City),Q113498764
Isezuka Kofun (Chūō),Q130455403
Isezuka Kofun (Fujioka),Q11378976
Ishi no Hōden,Q11584736
Ishi-no-ma-zukuri,Q3155268
Ishibutai Kofun,Q3816159
Ishida Mitsunari,Q334107
Ishigami Shrine (Kashiwabara),Q11587134
Ishigami Shrine (Ome),Q11587133
Ishii Shrine,Q16277320
Ishii Shrine (Izumozaki),Q16277320
Ishii no Shichifukujin to Taue Odori,Q11584830
Ishika Shrine,Q122332891
Ishikami no Kuni no Miyatsuko,Q11585422
Ishikari,Q1305913
Ishikawa Gokoku Shrine,Q11586369
Ishikawa Kazumasa,Q873166
Ishikawa no Iratsume,Q11585706
Ishikiri Tsurugiya Shrine,Q11585189
Ishikori-dome no Mikoto,Q6080112
Ishino Shrine,Q135038961
Ishinohōden Kofun,Q60986124
Ishinokarato Kofun,Q11584729
Ishinuki Anakannon Cave Tombs,Q129837100
Ishinukinagi Cave Tomb Cluster,Q130300879
Ishiumadani Kofun,Q65276071
Ishiya Kofun,Q104816401
Ishiyama Kofun,Q11585523
Ishiyama-dera,Q1082791
Ishizaki Hōtō Festival,Q11585601
Ishizuchi Shrine,Q11587273
Ishizukayama Kofun,Q11585466
Isobe Shrine (Komatsu City),Q11587231
Isobe Shrine (Toyooka),Q11587232
Isobe Shrine (disambiguation),Q11587230
Isobe-no-Ogōn-den,Q11588063
Isohama Kofun Cluster,Q60990014
Isoma Rock Shelter Site,Q11588121
Isono Shrine,Q11379396
Isonokami Jingū,Q708859
Isonokami no Maro,Q6086140
Isononimasu-takumushitama Shrine,Q11585337
Isotakeru-no-Mikoto,Q10881556
Isshiki Manabino Museum,Q60986380
Issun-bōshi,Q1351682
Isurugi Gongen,Q11585202
Isurugi Hikojinja,Q11381009
Isuzu River,Q6089522
Isuzuyori-hime,Q10881557
Itachigawa Basin Rock-Cut Tombs,Q97576871
Itakiso shrine,Q11379271
Itako,Q1675033
Itasuke Kofun,Q11259430
Itatano Shrine,Q135038781
Itatehyōzu Shrine,Q11458547
Ito Tomio,Q60989877
Itoi Otsuka Kofun,Q61750529
Itokoku,Q10885162
Itouzu Hachiman Shrine,Q104533567
Itowino Shrine,Q135039006
Itsuhayahime-no-Mikoto,Q48753263
Itsukahara Kofun,Q22117904
Itsukushima,Q875301
Itsukushima Shrine,Q191763
Itsukushima Shrine (Aizuwakamatsu),Q11410135
Itsukushima Shrine (Shinjuku),Q11410141
Itsukushima Shrine (Sumoto City),Q191763
Itsukushima Shrines (disambiguation),Q11410137
Itsukushima shrine (Kushiro),Q3155997
Itsumino Shrine,Q135039180
Itsumotakewono Shrine,Q135039047
Itsuse no Mikoto,Q10881970
Itō Chūta,Q1050457
Itō Hirobumi,Q174971
Itō Masatoshi,Q11380223
Iwa Shrine,Q11587134
Iwa Shrine (Matsumoto),Q65320
Iwa-no-Nishi Shrine,Q11379658
Iwa-tsutsu-no'o,Q9010200
Iwabaru Kofun cluster,Q130282222
Iwafune Kofun,Q17989005
Iwaki Shrine,Q871375
Iwakiyama Shrine,Q871375
Iwakura Tomomi,Q428200
Iwakura rock,Q11587880
Iwami Ginzan Silver Mine,Q174139
Iwamurada Gion Festival,Q21652517
Iwamuro Onsen,Q11474349
Iwanaga-hime,Q8191705
Iwanari Tomomichi,Q6100611
Iwane Grand Shrine,Q11587925
Iwao Ōwa,Q11433446
Iwase-Senzuka Kofun Cluster,Q11475228
Iwaseoyama Kofun Cluster,Q11586812
Iwashimizu Hachimangū,Q710098
Iwashitsuno Shrine,Q135039221
Iwatate Shrine (Katano City),Q11587924
Iwato-yama Kofun,Q11474582
Iwatsukiwake no Mikoto,Q11587884
Iwatsuta Shrine,Q11586779
Iwaya Kofun,Q11474376
Iwaya Kofun (Komaki),Q11474377
Iwaya Kofun (Yonago),Q63253688
Iwaya Myōken-gū,Q116946767
Iwayajiato Kofun,Q122698572
Iwayayama Kofun,Q11474389
Iwazononiimasu Takumushitama Shrine,Q11585337
Iyadan-ji,Q11487478
Iyahiko Shrine,Q22117940
Iyo Shinnō,Q11378831
Iyo Shrine,Q11378828
Iyozuhiko-no-Mikoto Shrine,Q11380620
Izanagi,Q813858
Izanagi Shrine,Q11379365
Izanagi Shrine (Kanmaki),Q11380920
Izanagi Shrine (Tenri),Q11379323
Izanagi school,Q11259192
Izawa-jinja,Q11379325
Izawa-no-miya,Q10885171
Izu Shrine,Q11380589
Izudono Shrine,Q11554857
Izuhayao-no-Mikoto,Q48749523
Izumi Inoue Shrine,Q11554710
Izumi Koganezuka Kofun,Q11417846
Izumi Shrine,Q11554895
Izumi Shrine (Maibara),Q11554895
Izumianashi Shrine,Q11554908
Izumo Furune,Q55533077
Izumo Iwai Shrine (Miyadera),Q70280025
Izumo Iwai Shrine (disambiguation),Q104539298
Izumo Shrine (disambiguation),Q131226834
Izumo Taisha Matsuyama Shrine,Q11395866
Izumo Taisha Okinawa Branch,Q38278464
Izumo Taishakyo Mission of Hawaii,Q6102414
Izumo clan,Q11395856
Izumo no Iwai Shrine (disambiguation),Q104539297
Izumo no Kuni Fudoki,Q11395858
Izumo-daijingū,Q10896675
Izumo-kyo,Q11395891
Izumo-no-Iwai Shrine (Yorii Town),Q104539297
Izumo-no-winoheno Shrine,Q135038772
Izumo-taisha,Q696362
Izumo-taishakyo,Q6102386
Izumotakanono Shrine,Q135038773
Izuna Gongen,Q11666654
Izunome,Q10885126
Izusan Gongen,Q11380566
