Q17	Japan
Q135194182	Shimizu Shrine (Tanoguchi, Shinonoi Town, Nagano City)
Q135194183	Shimizu Shrine (Misui Hieyama, Shinonoi Town, Nagano City)
Q135194194	Higanotome Shrine
Q135194198	Higanotome Shrine
Q135194205	Haruta Shrine (Lower Shrine)
Q135194208	Haruta Shrine (Upper Shrine)
Q135194225	Ogawa Shrine
Q135194226	Ogawa Shrine
Q135194228	Morita Shrine (Nanie, Nagano City)
Q135194230	Morita Shrine (Hobo, Nagano City)
Q135194232	Awano Shrine (Toyono, Nagano City)
Q135194233	Awano Shrine (Ueno, Nagano City)
Q135194234	Iizuna Shrine okumiya
Q135194236	Sumetariho-no-Mikoto & Suwa Shrine
Q135194241	Sumisaka Shrine (Sumisaka, Suzaka City)
Q135194243	Sumisaka Shrine (Suzaka, Suzaka City)
Q135194244	Ochi Shrine (Suzaka City)
Q135194245	Ochi Shrine (Nakano City)
Q135194246	Onai Shrine
Q135194247	Onai Shrine
Q135194248	Onai Hachiman Shrine
Q135194249	Keyakihara Shrine
Q135194252	Takamori Shrine (satellite shrine)
Q135194253	Takamori Shrine (central shrine)
Q135194254	Takamori Shrine Oku‑sha
Q135194255	Takakura Shrine
Q135194258	Iwai Shrine
Q135194259	Shuku Shrine (in Susukimizu Shrine precinct)
Q135194261	Yamaihe Shrine okumiya
Q135194263	Shiono Shrine (Hono, Ueda City)
Q135194265	Shiono Shrine (Maeyama, Ueda City)
Q135194266	Komayuminono Shrine (village shrine)
Q135194267	Komayuminono Shrine (central shrine)
Q135194268	Komayuminono Shrine (inner shrine)
Q135194269	Komayuminono Shrine
Q135194278	Kahashukuneno Shrine (Gyokoda, Shibukawa City)
Q135194281	Akakino Shrine former site
Q135194292	Futarasan Shrine Chūgū-shi
Q135194293	Futarasan Shrine okumiya
Q135194300	Shirakawa Shrine
Q135194307	Taga Shrine (Natori)
Q135194309	Taga Shrine (Takasaki, Tagajō)
Q135194310	Taga Shrine
Q135194311	Taga Shrine
Q135194312	Taga Shrine (Ichikawa, Tagajō City)
Q135194313	Suki Shrine
Q135194314	Narukami Kamo Myojin Shrine (in Tsuru‑ga‑mine Hachiman Shrine precinct)
Q135194316	Kashima Tenashiwake Shrine
Q135194319	Kashima Tenashiwake Shrine
Q135194327	Kashima Shrine (Yoshida-saku, Watari Town, Watari District, Miyagi Prefecture)
Q135194332	Kashima Shrine (Toriyano, Fukushima City)
Q135194333	Kashima Shrine (Oda, Fukushima City)
Q135194334	Kashima Shrine (Okajima, Fukushima City)
Q135194335	Kashima Shrine (Kunimi, Date District)
Q135194336	Kuronuma Shrine (Oyamadoden, Fukushima City)
Q135194337	Kuronuma Shrine (Kanazawa, Matsukawa)
Q135194339	Kuronuma Shrine
Q135194344	Shikitama Hayamitama Shrine
Q135194345	Co-Enshrinement of Shikitamahayamitamano Shrine
Q135194348	Izu Shrine
Q135194349	Wabuchi Shrine
Q135194354	Ikohaya Wakimikoto Shrine
Q135194360	Toriya‑zaki Shrine
Q135194362	Toriya Shrine
Q135194372	Ryūjin Shrine (Isuzu Shrine sessha)
Q135194373	Asahiyama Kesenma Shrine
Q135194375	Haguro Shrine
Q135194377	Kesenma Ōshima Shrine
Q135194378	Ihinoyama Shrine (Miyashita‑kita)
Q135194379	Ihinoyama Shrine (Sotoyoshino Tobara)
Q135194383	Ishigami Shrine
Q135194384	Ishigami Shrine
Q135194385	Rokuishi Shrine
Q135194386	Ryuguchi Shrine Inner Ishigami Shrine
Q135194387	Ryuguchi Shrine Inner Ishigami Shrine (old site)
Q135194388	Ishigami Shrine (precinct of Yakumo Shrine)
Q135194389	Iwakura Shrine
Q135194396	Prominent candidate Kamo Koetsu Shrine
Q135194397	Yanaizu Kokūzō Shrine
Q135194398	Ōshima Shrine
Q135194399	Kanmine Shrine (Haramachi Ward)
Q135194402	Kashima Miko Shrine Former Site
Q135194405	Kifune Shrine
Q135194406	Omote Katana Shrine (Kurihara City)
Q135194407	Omote Katana Shrine (Ōsaki City)
Q135194408	Shinyama Shrine
Q135194410	Shihahime Shrine (Ōsaki City)
Q135194411	Shihahime Shrine (Takashimizu Gorin, Kurihara City)
Q135194412	Shihahime Shrine (Shibahime, Kurihara City)
Q135194413	Yuei Shrine
Q135194414	Mitake Shrine
Q135194417	Ise-no-Miya (nonexistent)
Q135194418	Komagatane Shrine Satomiya
Q135194419	Komagatane Shrine Take‑no‑miya
Q135194420	Waga Shrine
Q135194422	Waga Shrine
Q135194423	Oga Hachiman Shrine
Q135194424	Katoshimikokamino Shrine (Co-Enshrinement)
Q135194426	Katori Omiko Shrine
Q135194429	Komagata Shrine okumiya
Q135194431	Oroheshino Shrine former site
Q135194432	Komatsu Shrine (Miyagi Prefecture)
Q135194433	Komatsu Shrine (Fukushima Prefecture)
Q135194434	Osaki Hachiman Shrine
Q135194439	Hyojo Shrine
Q135194440	Ozaki Shrine
Q135194446	Okitsushima Shrine (Kikudamachi, Kōriyama City)
Q135194465	Sanjin gousai-den, Ideha Shrine
Q135194466	Onga Shrine (Ioka)
Q135194467	Onga Shrine (Ongahara)
Q135194469	Onga Shrine (Sotonojima)
Q135194471	Shioyuhiko Shrine okumiya
Q135194475	Sohikahano Shrine former site
Q135194476	Shinmei-sha
Q135194485	Karitahimeno Shrine former site
Q135194488	Izanagi Shrine
Q135194489	Yamanokami no Mori
Q135194494	Oda Shrine (Sada, Mihama Town)
Q135194495	Oda Shrine (Kitada, Mihama Town)
Q135194508	Asomurano- Shrine former site
Q135194510	Sanno Shrine (precinct shrine of Kehi Shrine)
Q135194511	Kasuga Shrine
Q135194516	Takaoka Shrine (subsidiary of Oshio Hachimangū)
Q135194517	Oda Shrine (within Tsurugi Shrine grounds)
Q135194519	Nosaka Shrine (merged with Oda Shrine)
Q135194521	Ame-no-Yahorotsu-hime Shrine (subsidiary of Oshio Hachimangū)
Q135194522	Amenokunitsuhiko Shrine (small subsidiary within Tsunemiya Shrine precinct)
Q135194523	Amenokunitsuhiko Shrine (small subsidiary within Oshio Hachimangū precinct)
Q135194524	Amenokunitsuhime Shrine (small subsidiary within Tsunemiya Shrine precinct)
Q135194525	Amenokunitsuhime Shrine (small subsidiary within Oshio Hachimangū precinct)
Q135194529	Hakusan Shrine
Q135194539	Amayono Shrine former site
Q135194543	Tofu Shrine
Q135194545	Jufu Shrine
Q135194547	Nagaoka Shrine
Q135194548	Hakusan Shrine
Q135194554	Sakatsurugi Shrine
Q135194557	Maide Shrine
Q135194558	Tsurugi Shrine
Q135194562	Co-Enshrinement of Ohoyamamitano Shrine
Q135194563	Kasuga Shrine
Q135194564	Hachiman Shrine
Q135194565	Oarai Isozaki Shrine
Q135194566	Co-Enshrinement of Ohoyamamitano Shrine Ronsha 5
Q135194567	Shinmei Shrine
Q135194598	Co-Enshrinement of Ikatsuchi Shrine
Q135194617	Kuninaka Shrine
Q135194622	Kuninaka Shrine
Q135194632	Okada Shrine
Q135194637	Okafuto Shrine
Q135194644	Suwa Atsugi Shrine
Q135194646	Suwa Atsugi Shrine
Q135194649	Ajimano Shrine
Q135194650	Suwa Shrine
Q135194658	Ukama Shrine
Q135194660	Ukama Shrine
Q135194663	Ukama Shrine
Q135194667	Ukama Shrine
Q135194670	Ukama Shrine
Q135194672	Katashiba Shrine
Q135194673	Kasuga Shrine
Q135194678	Shikiyama Shrine (Sabae)
Q135194679	Shikiyama Shrine (Echizen)
Q135194682	Hachiman Shrine
Q135194683	Co-Enshrinement of Tsuchinowano Shrine
Q135194684	Tsuchi-no-Miya Shrine (sessha of Shinmei-sha)
Q135194692	Hachiman Shrine
Q135194693	Iwakura Shrine (within Sasoza Shrine precinct)
Q135194694	Kaba Hachiman Shrine
Q135194695	Hachiman Shrine
Q135194696	Kazahaya Shrine
Q135194697	Kasuga Shrine
Q135194698	Hachiman Shrine
Q135194703	Co-Enshrinement of Kuninariohonono Shrine
Q135194707	Kunio Ōno Shrine
Q135194710	Shinmei Shrine
Q135194711	Takao Iwakura Shrine
Q135194720	Hachiman Shrine
Q135194721	Shinmei-sha
Q135194735	Katagishi Shrine
Q135194736	Co-Enshrinement of Katakishino Shrine
Q135194737	Hikona Shrine (Shinmei Shrine Keidai-sha)
Q135194738	Hikawa Shrine
Q135194739	Kibe Shrine (Harue Town, Sakai City)
Q135194740	Kibe Shrine (Sakai Town, Sakai City)
Q135194742	Co-Enshrinement of Hirawoka Shrine
Q135194743	Shinmei-sha
Q135194744	Hikawa Shrine
Q135194746	Hirawoka Shrine former site
Q135194747	Ketaniya Kokuryū Shrine
Q135194748	Kurotatsu Shrine
Q135194749	Kokuryu Shrine (Hakusan Shrine precincts)
Q135194754	Ishida Shrine
Q135194755	Kasuga Shrine
Q135194759	Tenman Shrine (reference)
Q135194760	Kamejima Shrine (reference)
Q135194762	Tokari Shrine
Q135194763	Keta Mikogami Shrine
Q135194764	Co-Enshrinement of Ketamikono Shrine
Q135194767	Takinami Shrine
Q135194768	Takinami Shrine (Nomi City)
Q135194769	Takinami Hachiman Shrine
Q135194773	Shirayama Hime Shrine okumiya
Q135194803	Naramoto Shrine (Miyamaru‑machi, Hakusan City)
Q135194804	Naramoto Shrine (Shimokashiwanocho, Hakusan City)
Q135194805	Naramoto Shrine (Kamikashiwanocho, Hakusan City)
Q135194806	Kanda Shrine (Hakusan City)
Q135194808	Kanda Shrine (Kanazawa City)
Q135194810	Noma Shrine (Tamahokocho, Kanazawa City)
Q135194812	Noma Shrine (Kosaka Town, Kanazawa City)
Q135194815	Sukunahikona Shrine
Q135194816	Kanda Shrine
Q135194817	Gunge Shrine (Yoshihara, Kanazawa)
Q135194819	Hiyoshi Shrine
Q135194820	Gunge Shrine (Suzumi, Kanazawa)
Q135194822	Nomizuchi Shrine
Q135194823	Kanayama-hiko Shrine
Q135194824	Kasano Shrine
Q135194856	Seto Hiko Shrine (Kashima District)
Q135194857	Seto Hiko Shrine (Hakui District)
Q135194858	Seto Sugawara Shrine
Q135194859	Tebayahime Shrine (Upper Shrine)
Q135194860	Tebayahime Shrine (Lower Shrine)
Q135194861	Shiiba Enpime Shrine
Q135194862	Shiiba Enpime Shrine
Q135194863	Morooka Hiko Shrine (Nisho‑miya, Shiga Town)
Q135194864	Wakamiya Shrine
Q135194865	Morooka‑Hiko Shrine (Higashi Komuro, Shiga Town)
Q135194866	Morooka Hiko Shrine (Wajima City)
Q135194867	Kushibi Shrine
Q135194869	Kumakafutsuarakashihiko Shrine
Q135194870	Ōanamochi Miyo Shrine
Q135194877	Ōnamochi Zōseki Shrine
Q135194879	Yachihoko Shrine
Q135194880	Sugaoshihime Shrine
Q135194881	Dake Shrine
Q135194882	Nichimen Shrine
Q135194883	Amehikage‑Hime Shrine (Ninomiya, Nakanoto Town)
Q135194884	Amehikagehime Shrine (Nishibaba, Nakanoto Town)
Q135194885	Araishi Hiko Shrine
Q135194886	Hiyoshi Shrine
Q135194887	Araishi Shrine
Q135194890	Noto Ikutama-hiko Shrine (Keta Hongū)
Q135194892	Noto Ikutama-hiko Shrine
Q135194893	Notobu Shrine
Q135194897	Shirahiko Shrine (Nanao City)
Q135194898	Shirahiko Shrine (Kashima District)
Q135194900	Kushiina Inataki-hime Shrine (Kokubu Town)
Q135194901	Kushiina Inataki-hime Shrine (Iikawa Town)
Q135194902	Mikatonushi Hiko Shrine (Hakui City)
Q135194903	Mikatonushi Hiko Shrine (Nanao City)
Q135194904	Mikadonushihiko Shrine
Q135194905	Sukunahiko Statue Stone Shrine (Kashima District)
Q135194906	Sukunahiko Statue Stone Shrine (Nanao City)
Q135194907	Sumiyoshi Shrine
Q135194908	Jūzō Shrine
Q135194909	Hirota Shrine
Q135194911	Ichihara Kitadai-hiko Shrine
Q135194913	Ishise-hiko Shrine
Q135194914	Morooka Hiko Shrine
Q135194917	Ōhata Kamisugi Izumuhime Shrine
Q135194918	Kamisugi Izumuhime Shrine
Q135194920	Mimanahiko Shrine
Q135194922	Ichihara Kitadai-hiko Shrine
Q135194923	Mimanahiko Shrine
Q135194924	Nagoshi Shrine
Q135194925	Kan-no-Me Shrine
Q135194926	Morohashi Inari Shrine
Q135194927	Okinami Suwa Shrine
Q135194928	Okutsu‑Hime Shrine (Ama Town)
Q135194929	Okutsu‑Hime Shrine (Hōsu Town)
Q135194930	Anamizu Omiya Shrine
Q135194932	Juzo Shrine
Q135194933	Hakusan Shrine
Q135194934	Suzu Shrine Takakuragu
Q135194935	Suzu Shrine Kinbungu
Q135194936	Suzu Shrine okumiya
Q135194938	Nakawokano Shrine
Q135194940	Nakawokano Shrine
Q135194941	Nakawokano Shrine
Q135194942	Hayashi Shrine (Tonami, Hayashi)
Q135194944	Yabunami Shrine (Tonami)
Q135194945	Yabunami Shrine (Nanto)
Q135194946	Yabunami Shrine (Takaoka)
Q135194947	Hachimangū
Q135194948	Iwatani‑mon Shrine
Q135194949	Hime Shrine (Oyabe)
Q135194951	Hime Shrine (Yanase, Tonami)
Q135194952	Hime Shrine (Shimonakajo, Tonami)
Q135194953	Hime Shrine (Nanto)
Q135194956	Motoogami Shrine
Q135194957	Asai Shrine (Fukuoka, Takaoka)
Q135194958	Asai Shrine (Ishizutsumi, Takaoka)
Q135194963	Michino Shrine (Imizu)
Q135194964	Michino Shrine (Takaoka City)
Q135194965	Michino Shrine (Himi City)
Q135194969	Hayakawa Shrine (Himi City)
Q135194970	Hayakawa Shrine (Takaoka City)
Q135194974	Kusaoka Shrine
Q135194975	Kamo Shrine
Q135194976	Takashina Shrine
Q135194979	Anekura Himemi Shrine (Funakura, Toyama City)
Q135194998	Kumano Shrine (Miyabo, Toyama City)
Q135195000	Kumano Shrine (Tomosaka, Fuchu Town)
Q135195001	Kumano Shrine (Nakama, Fuchu Town)
Q135195002	Kumano Shrine (Kumanomichi, Fuchu Town)
Q135195006	Takaoka Sekino Shrine
Q135195009	Sugihara Shrine (Yao Town, Toyama City)
Q135195010	Sugihara Shrine (Taya, Fuchu Town)
Q135195012	Sugihara Shrine (Hamako, Fuchu Town)
Q135195013	Kando Shrine
Q135195015	Kashima Shrine
Q135195016	Ichihara Shrine (Shimmei, Namerikawa City)
Q135195017	Ichihara Shrine (Yanagihara, Namerikawa City)
Q135195018	Hiokino Shrine
Q135195019	Hiokino Shrine
Q135195020	Fuse Shrine
Q135195021	Oyama Shrine
Q135195022	Oyama Shrine Honsha
Q135195023	Oyama Shrine Chūgū-kiganden
Q135195025	Oyama Shrine Maedate-shadan
Q135195026	Kumano Shrine
Q135195027	Nunagawa Shrine (Ama-no Shrine precinct)
Q135195029	Nunagawa Shrine
Q135195031	Ō Shrine (Itoigawa)
Q135195034	Ō Shrine
Q135195036	Abito Shrine
Q135195037	Matsuo Shrine
Q135195039	Fuchū Hachiman Shrine
Q135195041	Tsurugi Shrine
Q135195042	Sata Shrine
Q135195043	Yasaka Shrine
Q135195044	Mizushima Isobe Shrine (Nashidaira, Kiyosato District)
Q135195047	Mizushima Isobe Shrine (Itoigawa City)
Q135195048	Mizushima Isobe Shrine (Aoyagiboganoike, Kiyosato District)
Q135195049	Eno Shrine
Q135195050	Naoe Hachiman Shrine
Q135195053	Awomino Shrine former site
Q135195054	Maruta Shrine (Nadachi District)
Q135195055	Maruta Shrine (Kakizaki District)
Q135195056	Miyake Shrine (Myoken Town)
Q135195057	Miyake Shrine
Q135195058	Miyake Shrine (Muikaichi Town)
Q135195059	Kirihara Isobe Shrine (Kamigiri)
Q135195060	Kirihara Ishibe Shrine (Teradomari)
Q135195061	Takahikone Shrine
Q135195062	Tono Shrine (Yoitamachi Town)
Q135195063	Tono Shrine (Serikawa Town)
Q135195066	Kinpu Shrine
Q135195067	Unagushi Shrine
Q135195068	Mishima Isōbe Shrine (Hojo, Kashiwazaki City)
Q135195069	Mishima Ishibe Shrine (Nishiyama Town, Kashiwazaki City)
Q135195074	Ukawa Shrine (Yamamiya, Takayanagi Town, Kashiwazaki City)
Q135195075	Kurohime Shrine (Sato‑miya, Takayanagi Town, Kashiwazaki City)
Q135195076	Ukawa Shrine (Miyaba Town, Kashiwazaki City)
Q135195077	Ukawa Shrine (Shindo, Kashiwazaki City)
Q135195078	Ukawa Shrine (Noda, Kashiwazaki City)
Q135195079	Taki Shrine
Q135195082	Tata Shrine
Q135195083	Mishima Shrine (current site)
Q135195085	Mishima Shrine (Kashiwazaki) former site
Q135195086	Ishii Shrine (Nishiyama, Kashiwazaki)
Q135195088	Ishii Shrine (Nagaoka)
Q135195089	Ishii Shrine (Hōjō, Kashiwazaki)
Q135195090	Ishii Shrine (Nishihonmachi, Kashiwazaki)
Q135195091	Uonuma Shrine (Ojiya)
Q135195092	Uonuma Shrine (Minamiuonuma District)
Q135195093	Imai Shrine
Q135195094	Sakamoto Shrine
Q135195095	Hiyoshi Shrine
Q135195096	Hachimangū
Q135195097	Uonuma Shrine
Q135195098	Sakamoto Shrine (Miya, Minamiuonuma)
Q135195099	Imai Shrine
Q135195100	Shimizu‑Kawabe Shrine
Q135195101	Suwa Shrine
Q135195102	Ichinomiya Shrine
Q135195103	Imai Shrine
Q135195104	Kahahino Shrine
Q135195105	Akirakuchi Shrine
Q135195106	Suwa Shrine
Q135195110	Co-Enshrinement of Utsurahashino Shrine
Q135195111	Co-Enshrinement of Utsurahashino Shrine Ronsha 2
Q135195113	Hakusan-dō Shrine
Q135195114	Tsukita Shrine (Tsukioka, Sanjo)
Q135195115	Tsukita Shrine (Aramachi, Sanjo)
Q135195116	Obuse Shrine
Q135195117	Gosen Hachiman Shrine
Q135195125	Nagase Shrine (Miyayori, Kamo)
Q135195126	Nagase Shrine (Kamijo, Kamo)
Q135195127	Yatsu Hachiman Shrine
Q135195128	Nakayama Shrine (Gosen)
Q135195129	Nakayama Shrine (Sanjo)
Q135195131	Tanino Shrine
Q135195132	Tanino Shrine (Agano)
Q135195134	Tanino Shrine (Niigata)
Q135195135	Shinmei-sha
Q135195136	Funae Taijingū
Q135195137	Matsuhama Inari Shrine
Q135195138	Hassho Shrine
Q135195144	Fujito Shrine
Q135195145	Shinmei-gū
Q135195146	Kawai Shrine
Q135195148	Kambara Shrine
Q135195149	Hakotake Hachiman Shrine
Q135195153	Arakawa Shrine (Koiwanai, Murakami)
Q135195154	Arakawa Shrine (Arakawa, Murakami)
Q135195155	Arakawa Shrine (Tainai)
Q135195156	Taki Shrine (Iwagasaki, Murakami)
Q135195160	Shira Falls
Q135195167	Taki Shrine (Takane, Murakami)
Q135195174	Co-Enshrinement of Takino Shrine
Q135195178	Kawachi Shrine
Q135195184	Kuwata Shrine (Mahori)
Q135195189	Date Shrine
Q135195192	Takakura Shrine (Sannan, Tamba)
Q135195193	Takakura Shrine (Aogaki, Tamba)
Q135195195	Samiyano Shrine former site
Q135195197	Karinono Shrine former site
Q135195202	Ini Shrine
Q135195203	Nunaki Shrine
Q135195204	Yafuri Shrine
Q135195208	Ihonowino Shrine former site
Q135195209	Kamino Shrine (current site)
Q135195210	Kamuno Shrine former site
Q135195211	Kamo Shrine
Q135195212	Isobe Shrine (Miwakare Park)
Q135195226	Yagaki Shrine
Q135195227	Matsuoji Temple Aobayama Gongen (reference)
Q135195230	Arasu Shrine (Fukuchiyama City)
Q135195231	Arasu Shrine (Maizuru City)
Q135195232	Shihara Shrine
Q135195233	Tenman Shrine
Q135195235	Hioikehime Shrine
Q135195239	Miyazaki Shrine
Q135195243	Kono Shrine okumiya
Q135195244	Omushi Shrine
Q135195246	Kitsumi Shrine
Q135195249	Tayu Shrine
Q135195250	Tayu Shrine
Q135195251	Ura Shrine
Q135195252	Uramiya Shrine
Q135195258	Miheno Shrine former site
Q135195265	Oya Shrine
Q135195267	Kotsumi Shrine (Yosa District)
Q135195269	Kotsumi Shrine (Kyotango City)
Q135195273	Itatsura Inari Shrine
Q135195282	Yoshino Shrine
Q135195283	Ninomiya Shrine
Q135195291	Nagu Shrine
Q135195293	Co-Enshrinement of Nakuno Shrine
Q135195295	Ono Shrine
Q135195296	Ōno Shrine (Ōmiya)
Q135195299	Shifuhi Shrine (Amino Town)
Q135195300	Shifubi Shrine (Tango Town)
Q135195307	Ibuki Shrine
Q135195308	Ibuki Shrine
Q135195311	Maruta Shrine (Koyama, Kumihama Town)
Q135195312	Maruta Shrine (Sekiya no Ue, Kumihama Town) (reference)
Q135195313	Mefu Shrine
Q135195314	Nunomori Shrine
Q135195316	Muraoka Shrine
Q135195317	Hiruko Shrine
Q135195326	Sasagoryo Shrine
Q135195329	Shidori Shrine (Ikuno)
Q135195330	Shidori Shrine (Arai)
Q135195332	Sano Shrine
Q135195333	Hirano Shrine
Q135195341	Tatenui Shrine
Q135195342	Tatenui Shrine (subsidiary shrine of Sai Shrine)
Q135195353	Kiri‑hara Shrine
Q135195362	Hinode Shrine (Hatayama, Tantō Town)
Q135195363	Hinode Shrine (Minamio, Tantō Town)
Q135195377	Ōube Hyoju Shrine (Tantō Town)
Q135195380	Amuka Shrine
Q135195381	Amuka Shrine
Q135195384	Kosaka Shrine (Miki, Izushi Town)
Q135195385	Kosaka Shrine (Morii, Izushi Town)
Q135195387	Himefuno Shrine former site
Q135195502	Kumano Shrine
Q135195503	Kama Shrine
Q135195508	Hyōzu Shrine
Q135195552	Ikisa Shrine
Q135195553	Sanpō-sha (Heinai Shrine)
Q135195555	Kuwabara Shrine (Morimoto, Takeno Town)
Q135195556	Kuwabara Shrine (Kuwanohon, Takeno Town)
Q135195565	Mitori Shrine
Q135195566	Arasuna Shrine
Q135195567	Miyu Shrine
Q135195597	Ōgamiyama Shrine okumiya
Q135195620	Izumo Jisai Shrine Keidaisha Tenjinsha
Q135195732	Hinomisaki Shrine (branch shrine outside the precincts of Hongū Shrine)
Q135195733	Sakuta Shrine
Q135195742	Co-Enshrinement of Shishichino Shrine
Q135197702	Ushio Shrine
Q135197704	Kifusa Shrine
Q135197709	Yamabe Yashirohime Shrine
Q135197711	Yamabe Yashirohime Shrine
Q135197720	Tsunotsu Otoshi Shrine
Q135197721	Otoshi Shrine
Q135197723	Otoshi Shrine
Q135197724	Otoshi Shrine
Q135197725	Otoshi Shrine
Q135197727	Otoshi Shrine
Q135197730	Hachimangū
Q135197736	Ohara Shrine
Q135197737	Ohara Shrine
Q135197821	Sumiyoshi Shrine
Q135197837	Sawara Shrine
Q135197839	Komi Hachiman Shrine
Q135197849	Kutono Shrine former site
Q135197864	Nakatano Shrine former site
Q135197886	Isonokamifutsumitama Shrine former site
Q135197890	Fuse Shrine former site
Q135197892	Kamineno Shrine former site
Q135197896	Tenjin-sha
Q135197898	Amatsu Shrine
Q135197900	Amano Hachiman Shrine
Q135197907	Naiku (Okayama)
Q135197913	Ojiharina Mawakahime Shrine former site
Q135197919	Takeshima Shrine
Q135197922	Hirohata Hachimangū
Q135197924	Momoiyamano Shrine Former Site
Q135197931	Furukohorino Shrine Co-EnShrinement
Q135197933	Soja Shrine Keidai-sha
Q135197934	Nomatano Shrine Co-EnShrinement
Q135197944	Co-Enshrinement of Kamishimano Shrine
Q135197951	Unoe Shrine
Q135197967	Hikosasukino shrine former site
Q135197968	Kibitsu Shrine Keidai-sha
Q135197969	Tarihirino shrine former site
Q135197983	Takao- Shrine former site
Q135197990	Warihimeno Shrine former site
Q135197991	Warihimeno Shrine former site
Q135197992	Bingokunininomiya Chihayahiko Shrine
Q135198027	Tsumatsuhime Shrine (Hirao)
Q135198053	Ōyunohara & Ama Shrine
Q135198054	Mitoake Shrine (Oyunohara)
Q135198056	Kagi-no-miya (Kumano Hayatama Shrine)
Q135198066	Yahara Shrine
Q135198067	Ehara Nishinomiya Shrine
Q135198080	Ushihiko Shrine
Q135198086	Takefutsu Shrine
Q135198094	Hachiman Shrine
Q135198098	Tenno-miya Tate Shrine
Q135198105	Tenno-miya Tate Shrine
Q135198111	Amamurakumo Shrine
Q135198123	Tateiwa Shrine
Q135198131	Sho Hachiman Shrine
Q135198132	Takehime Shrine
Q135198154	Higashikamo Shrine
Q135198156	Nishikamo Shrine
Q135198210	Anumi Shrine
Q135198253	Kamado Shrine Shimogu
Q135198256	Materafuno Shrine okumiya
Q135198283	Takeo Shimokorihiko Shrine Shimogu
Q135198290	Honoo-Honome Shrine Kami-no-Miya
Q135198292	Honoo-Honome Shrine Nakatsu-no-Miya
Q135198293	Honoo-Honome Shrine Shimo-no-Miya
Q135198295	Shijiki Shrine Okitonomiya
Q135198296	Shijiki Shrine Endo-no-miya
Q135198617	Takami-Oya Shrine
Q135198619	Hakozaki Hachiman Shrine
Q135198629	Remains of Amenotenagahime Shrine
Q135198631	Kunitsu Shrine
Q135198632	Tsunomiya Shrine
Q135198634	Watatsumi Shrine
Q135198643	Mononobe Futsu Shrine Site
Q135198689	Shima Okunitama Shrine
Q135198701	Shima Okunitama Miko Shrine
Q135198715	Shima Okunitama Shrine
Q135198758	Norito Shrine
Q135198763	Hekireki Shrine
Q135198814	Ame‑no‑Morohano‑Mikoto Shrine
Q135198837	Ame‑no‑Morohano‑Mikoto Shrine
Q135198847	Ame‑no‑Morohano‑Mikoto Shrine
Q135198962	Komaki Sukune‑no‑Mikoto Shrine
Q135198978	Komai Sukune‑no‑Mikoto Shrine
